Heroe 1,Heroe 2,Resultado Comics,Resultado Peliculas,Ganador
Atom Smasher,Whiplash (Mark II),1,2,0
Atom Smasher,White Wolf,2,1,0
Atom Smasher,Winter Soldier,2,2,2
Atom Smasher,Wolverine,1,1,1
Atom Smasher,Wong,1,1,1
Atom Smasher,YellowJacket,2,2,2
Atom Smasher,Yondu,1,1,1
Atom Smasher,Zeus,2,2,2
Batman,Black Adam,1,2,0
Batman,Black Canary,1,2,0
Batman,Black Manta,1,1,1
Batman,Black Mask,1,1,1
Batman,Bloodsport,2,1,0
Batman,Captain Boomerang,1,2,0
Batman,Cassandra Cain,1,1,1
Batman,Cheetah,2,1,0
Batman,Cyborg,1,0,0
Batman,Cyclone,1,1,1
Batman,Dark Flash,2,2,2
Batman,Darkseid,2,0,0
Batman,Deadshot,1,1,1
Batman,Doctor Fate,2,2,2
Batman,Doctor Sivana,2,2,2
Batman,Doomsday,1,2,0
Batman,El Diablo,1,2,0
Batman,Enchantress,2,1,0
Batman,Envy,2,1,0
Batman,Faora,1,2,0
Batman,Freddy Freeman,2,2,2
Batman,General Zod,2,2,2
Batman,Gluttony,1,2,0
Batman,Green Lantern,1,2,0
Batman,Harley Quinn,1,1,1
Batman,Hawkman,2,1,0
Batman,Hespera,0,2,0
Batman,Huntress,2,2,2
Batman,Incubus,2,2,2
Batman,Joker,2,2,2
Batman,Jor-El,1,1,1
Batman,Judomaster,2,0,0
Batman,Karathen,1,1,1
Batman,Katana,2,2,2
Batman,Killer Croc,1,1,1
Batman,King Nereus,1,0,0
Batman,King Shark,2,2,2
Batman,Lex Luthor,1,1,1
Batman,Lust,1,2,0
Batman,Mera,2,1,0
Batman,Mister Zsasz,2,1,0
Batman,Nam-Ek,2,2,2
Batman,Nuidis Vulko,2,2,2
Batman,Ocean Master,1,0,0
Batman,Parademon,1,2,0
Batman,Peacemaker,1,1,1
Batman,Penthesileia,1,1,1
Batman,Philippus,2,1,0
Batman,Polka-Dot Man,2,2,2
Batman,Queen Atlanna,1,1,1
Batman,Queen Hippolyta,1,1,1
Batman,Ratcatcher,2,2,2
Batman,Rick Flag,1,0,0
Batman,Sabbac,2,0,0
Batman,Savant,1,0,0
Batman,Shazam,2,2,2
Batman,Slipknot,0,1,0
Batman,Sol Soria,2,2,2
Batman,Starro,2,1,0
Batman,Steppenwolf,2,1,0
Batman,Supergirl,2,2,2
Batman,Superman,2,1,0
Batman,T.D.K.,2,2,2
Batman,The Flash,1,1,1
Batman,Vigilante,2,1,0
Batman,White Dragon,2,1,0
Batman,Wonder Woman (Armor of Asteria),1,0,0
Batman,Wrath,2,0,0
Batman,Zeus,2,1,0
Batman,Agatha Harkness,2,1,0
Batman,Abomination,1,0,0
Batman,Ajak,1,1,1
Batman,Ancient One (time stone),2,1,0
Batman,Ancient One,2,1,0
Batman,Ant-Man,1,1,1
Batman,Arishem The Judge,2,2,2
Batman,Ayo,2,2,2
Batman,Baby Groot,1,2,0
Batman,Baron Mordo,2,1,0
Batman,Baron Zemo,1,1,1
Batman,Black Bolt (Earth 838),0,1,0
Batman,Black Bolt,1,2,0
Batman,Black Panther,2,1,0
Batman,Black Panther,0,1,0
Batman,Black Widow,1,0,0
Batman,Black Widow,1,2,0
Batman,Bucky Barnes,1,2,0
Batman,Bullseye,2,1,0
Batman,Captain America,1,1,1
Batman,Captain America (Worthy),1,2,0
Batman,Captain Carter (Earth 838),2,1,0
Batman,Captain Marvel,1,1,1
Batman,Chitauri Footsoldier,1,2,0
Batman,Corvus Glaive,1,1,1
Batman,Crossbones,1,0,0
Batman,Cull Obsidian,1,1,1
Batman,Dar-Benn,1,2,0
Batman,Daredevil,1,1,1
Batman,Deathlok,2,2,2
Batman,Destroyer,1,2,0
Batman,Doctor Strange,2,2,2
Batman,Dormammu,2,2,2
Batman,Drax The Destroyer,0,1,0
Batman,Ebony Maw,2,1,0
Batman,Echo,1,2,0
Batman,Ego,2,2,2
Batman,Elektra,1,1,1
Batman,Eternity,1,2,0
Batman,Falcon,0,1,0
Batman,Fandral,2,1,0
Batman,Fat Thor,1,2,0
Batman,Fenris,2,1,0
Batman,Frigga,0,1,0
Batman,G'iah,2,2,2
Batman,Gamora,1,2,0
Batman,Gargantos,2,2,2
Batman,Ghost,1,2,0
Batman,Ghost Rider,1,2,0
Batman,Giant-Man,0,2,0
Batman,Gilgamesh,1,1,1
Batman,Gorr The God Butcher,2,1,0
Batman,Gravik,0,1,0
Batman,Groot,2,2,2
Batman,Hawkeye,1,1,1
Batman,Hawkeye,1,1,1
Batman,Heimdall,1,2,0
Batman,Hela,1,1,1
Batman,High Evolutionary,2,0,0
Batman,Hulk (Stark Gauntlet),1,1,1
Batman,Hulk,1,2,0
Batman,Ikaris,2,1,0
Batman,Iron Fist,2,1,0
Batman,Iron Man,1,1,1
Batman,Iron Man (Mk 1),1,1,1
Batman,Iron Man (Stark Gauntlet),2,1,0
Batman,Iron Man (Hulkbuster),1,2,0
Batman,Iron Monger,0,1,0
Batman,Iron Spider,1,0,0
Batman,Ironheart,2,2,2
Batman,Jemiah The Analyzer,2,2,2
Batman,Jessica Jones,0,1,0
Batman,Kaecilius,1,1,1
Batman,Kang the Conqueror,1,2,0
Batman,Killian,2,1,0
Batman,Killmonger,0,2,0
Batman,Kingo,1,1,1
Batman,Kingpin,2,1,0
Batman,Korath The Pursuer,1,2,0
Batman,Korg,2,1,0
Batman,Kro,1,0,0
Batman,Kurse,0,2,0
Batman,Kid Loki,1,1,1
Batman,Lady Loki,2,1,0
Batman,Leo Fitz,2,2,2
Batman,Leviathan,2,2,2
Batman,Loki,1,1,1
Batman,Loki (Mind Stone),2,2,2
Batman,Loki (Keeper Of The Multiverse),1,1,1
Batman,Loki (Variant L1130),1,2,0
Batman,Loki (King of Asgard),2,2,2
Batman,Luke Cage,0,2,0
Batman,M'baku,0,2,0
Batman,Makkari,1,1,1
Batman,Malekith (Reality Stone),0,1,0
Batman,Malekith,1,1,1
Batman,Mandarin,2,1,0
Batman,Mantis,1,1,1
Batman,Mighty Thor,2,2,2
Batman,MODOK,2,2,2
Batman,Moon Knight,1,0,0
Batman,Mr. Fantastic (Earth 838),1,2,0
Batman,Mr. Knight,1,2,0
Batman,Ms. America,2,1,0
Batman,Ms. Marvel,1,1,1
Batman,Mysterio,2,1,0
Batman,Namor,1,1,1
Batman,Nebula,2,2,2
Batman,Nick Fury,1,2,0
Batman,Nomad,1,1,1
Batman,Odin,2,2,2
Batman,Okoye,2,1,0
Batman,Outrider,1,2,0
Batman,Pepper Potts (Extremis),2,2,2
Batman,Phastos,1,1,1
Batman,Photon,2,2,2
Batman,Proxima Midnight,2,1,0
Batman,Quake,1,0,0
Batman,Quicksilver,0,2,0
Batman,Red Guardian,1,1,1
Batman,Red Skull (Stonekeeper),1,1,1
Batman,Red Skull,2,2,2
Batman,Rescue,1,0,0
Batman,Rocket Raccoon,1,1,1
Batman,Ronan The Accuser (Power Stone),2,1,0
Batman,Ronan The Accuser,2,1,0
Batman,Ronin,1,0,0
Batman,Scarlet Witch,1,0,0
Batman,Sersi (uni-mind),1,2,0
Batman,Sersi,0,2,0
Batman,Shang-Chi,2,1,0
Batman,She-Hulk,1,1,1
Batman,Shuri,2,2,2
Batman,Sif,1,2,0
Batman,Sinister Strange,2,1,0
Batman,Smart Hulk,2,2,2
Batman,Spectral Vision,2,1,0
Batman,Spider-Man,1,2,0
Batman,Star-Lord (Celestial Power),0,1,0
Batman,Star-Lord,1,2,0
Batman,Stature,2,1,0
Batman,Surtur,2,2,2
Batman,Swole Groot,2,1,0
Batman,Talos The Untamed,2,1,0
Batman,Taskmaster,2,2,2
Batman,Teenage Groot,1,2,0
Batman,Thanos,2,2,2
Batman,Thanos (Infinity Gauntlet),1,1,1
Batman,The Collector,1,2,0
Batman,The Executioner,1,2,0
Batman,The Grandmaster,0,0,0
Batman,The Great Protector,1,2,0
Batman,The Punisher,2,2,2
Batman,Thena,0,2,0
Batman,Thor (Pre-Ragnarok),2,2,2
Batman,Thor (Awakened),1,2,0
Batman,Thor,1,2,0
Batman,Ultron,1,2,0
Batman,Unworthy Thor,1,2,0
Batman,Valkyrie,2,2,2
Batman,Vision,1,2,0
Batman,Vulture,2,0,0
Batman,Wanda Maximoff (Pre-WandaVision),1,1,1
Batman,War Machine,2,2,2
Batman,Warlock,2,2,2
Batman,Wasp,2,1,0
Batman,Whiplash,1,0,0
Batman,Whiplash (Mark II),0,1,0
Batman,White Wolf,1,2,0
Batman,Winter Soldier,2,2,2
Batman,Wolverine,0,2,0
Batman,Wong,1,1,1
Batman,YellowJacket,2,1,0
Batman,Yondu,1,1,1
Batman,Zeus,2,1,0
Black Adam,Black Canary,1,2,0
Black Adam,Black Manta,0,1,0
Black Adam,Black Mask,2,0,0
Black Adam,Bloodsport,1,1,1
Black Adam,Captain Boomerang,2,1,0
Black Adam,Cassandra Cain,1,0,0
Black Adam,Cheetah,1,1,1
Black Adam,Cyborg,2,1,0
Black Adam,Cyclone,2,1,0
Black Adam,Dark Flash,2,1,0
Black Adam,Darkseid,1,2,0
Black Adam,Deadshot,2,2,2
Black Adam,Doctor Fate,1,1,1
Black Adam,Doctor Sivana,0,2,0
Black Adam,Doomsday,2,2,2
Black Adam,El Diablo,1,1,1
Black Adam,Enchantress,2,1,0
Black Adam,Envy,1,1,1
Black Adam,Faora,1,1,1
Black Adam,Freddy Freeman,1,2,0
Black Adam,General Zod,2,0,0
Black Adam,Gluttony,2,2,2
Black Adam,Green Lantern,2,0,0
Black Adam,Harley Quinn,2,2,2
Black Adam,Hawkman,2,2,2
Black Adam,Hespera,2,2,2
Black Adam,Huntress,1,2,0
Black Adam,Incubus,1,1,1
Black Adam,Joker,1,2,0
Black Adam,Jor-El,2,1,0
Black Adam,Judomaster,2,2,2
Black Adam,Karathen,0,1,0
Black Adam,Katana,2,1,0
Black Adam,Killer Croc,2,2,2
Black Adam,King Nereus,1,0,0
Black Adam,King Shark,2,1,0
Black Adam,Lex Luthor,2,1,0
Black Adam,Lust,0,2,0
Black Adam,Mera,2,2,2
Black Adam,Mister Zsasz,1,2,0
Black Adam,Nam-Ek,2,2,2
Black Adam,Nuidis Vulko,2,1,0
Black Adam,Ocean Master,2,1,0
Black Adam,Parademon,1,2,0
Black Adam,Peacemaker,2,2,2
Black Adam,Penthesileia,2,1,0
Black Adam,Philippus,1,0,0
Black Adam,Polka-Dot Man,2,0,0
Black Adam,Queen Atlanna,0,1,0
Black Adam,Queen Hippolyta,2,1,0
Black Adam,Ratcatcher,1,1,1
Black Adam,Rick Flag,1,1,1
Black Adam,Sabbac,0,1,0
Black Adam,Savant,2,2,2
Black Adam,Shazam,1,2,0
Black Adam,Slipknot,2,1,0
Black Adam,Sol Soria,0,1,0
Black Adam,Starro,1,2,0
Black Adam,Steppenwolf,1,1,1
Black Adam,Supergirl,2,2,2
Black Adam,Superman,1,1,1
Black Adam,T.D.K.,2,2,2
Black Adam,The Flash,2,1,0
Black Adam,Vigilante,2,0,0
Black Adam,White Dragon,1,2,0
Black Adam,Wonder Woman (Armor of Asteria),0,2,0
Black Adam,Wrath,2,1,0
Black Adam,Zeus,0,2,0
Black Adam,Agatha Harkness,2,1,0
Black Adam,Abomination,1,2,0
Black Adam,Ajak,2,1,0
Black Adam,Ancient One (time stone),2,1,0
Black Adam,Ancient One,2,2,2
Black Adam,Ant-Man,1,1,1
Black Adam,Arishem The Judge,2,0,0
Black Adam,Ayo,1,1,1
Black Adam,Baby Groot,1,1,1
Black Adam,Baron Mordo,2,2,2
Black Adam,Baron Zemo,2,1,0
Black Adam,Black Bolt (Earth 838),2,2,2
Black Adam,Black Bolt,2,1,0
Black Adam,Black Panther,1,1,1
Black Adam,Black Panther,1,1,1
Black Adam,Black Widow,2,2,2
Black Adam,Black Widow,1,1,1
Black Adam,Bucky Barnes,1,1,1
Black Adam,Bullseye,1,1,1
Black Adam,Captain America,1,2,0
Black Adam,Captain America (Worthy),1,0,0
Black Adam,Captain Carter (Earth 838),1,2,0
Black Adam,Captain Marvel,0,1,0
Black Adam,Chitauri Footsoldier,0,0,0
Black Adam,Corvus Glaive,2,1,0
Black Adam,Crossbones,1,1,1
Black Adam,Cull Obsidian,1,1,1
Black Adam,Dar-Benn,2,2,2
Black Adam,Daredevil,1,0,0
Black Adam,Deathlok,2,1,0
Black Adam,Destroyer,2,1,0
Black Adam,Doctor Strange,0,1,0
Black Adam,Dormammu,1,1,1
Black Adam,Drax The Destroyer,2,2,2
Black Adam,Ebony Maw,2,0,0
Black Adam,Echo,1,2,0
Black Adam,Ego,2,1,0
Black Adam,Elektra,1,1,1
Black Adam,Eternity,2,1,0
Black Adam,Falcon,1,1,1
Black Adam,Fandral,2,0,0
Black Adam,Fat Thor,2,1,0
Black Adam,Fenris,2,1,0
Black Adam,Frigga,1,2,0
Black Adam,G'iah,1,1,1
Black Adam,Gamora,1,2,0
Black Adam,Gargantos,1,1,1
Black Adam,Ghost,1,2,0
Black Adam,Ghost Rider,2,1,0
Black Adam,Giant-Man,1,1,1
Black Adam,Gilgamesh,0,2,0
Black Adam,Gorr The God Butcher,2,1,0
Black Adam,Gravik,2,2,2
Black Adam,Groot,2,2,2
Black Adam,Hawkeye,2,1,0
Black Adam,Hawkeye,1,2,0
Black Adam,Heimdall,1,2,0
Black Adam,Hela,2,2,2
Black Adam,High Evolutionary,2,2,2
Black Adam,Hulk (Stark Gauntlet),1,1,1
Black Adam,Hulk,2,0,0
Black Adam,Ikaris,1,2,0
Black Adam,Iron Fist,1,1,1
Black Adam,Iron Man,1,1,1
Black Adam,Iron Man (Mk 1),2,1,0
Black Adam,Iron Man (Stark Gauntlet),2,2,2
Black Adam,Iron Man (Hulkbuster),0,1,0
Black Adam,Iron Monger,2,2,2
Black Adam,Iron Spider,1,1,1
Black Adam,Ironheart,1,1,1
Black Adam,Jemiah The Analyzer,2,2,2
Black Adam,Jessica Jones,2,2,2
Black Adam,Kaecilius,2,1,0
Black Adam,Kang the Conqueror,2,1,0
Black Adam,Killian,2,1,0
Black Adam,Killmonger,2,2,2
Black Adam,Kingo,0,0,0
Black Adam,Kingpin,1,1,1
Black Adam,Korath The Pursuer,1,2,0
Black Adam,Korg,1,1,1
Black Adam,Kro,2,1,0
Black Adam,Kurse,1,2,0
Black Adam,Kid Loki,0,2,0
Black Adam,Lady Loki,1,2,0
Black Adam,Leo Fitz,2,1,0
Black Adam,Leviathan,0,2,0
Black Adam,Loki,2,2,2
Black Adam,Loki (Mind Stone),1,1,1
Black Adam,Loki (Keeper Of The Multiverse),1,2,0
Black Adam,Loki (Variant L1130),2,0,0
Black Adam,Loki (King of Asgard),2,2,2
Black Adam,Luke Cage,1,2,0
Black Adam,M'baku,2,2,2
Black Adam,Makkari,2,1,0
Black Adam,Malekith (Reality Stone),1,2,0
Black Adam,Malekith,2,1,0
Black Adam,Mandarin,2,2,2
Black Adam,Mantis,2,2,2
Black Adam,Mighty Thor,2,0,0
Black Adam,MODOK,2,1,0
Black Adam,Moon Knight,2,2,2
Black Adam,Mr. Fantastic (Earth 838),2,1,0
Black Adam,Mr. Knight,2,2,2
Black Adam,Ms. America,2,1,0
Black Adam,Ms. Marvel,2,2,2
Black Adam,Mysterio,2,1,0
Black Adam,Namor,1,1,1
Black Adam,Nebula,2,2,2
Black Adam,Nick Fury,2,2,2
Black Adam,Nomad,0,0,0
Black Adam,Odin,2,2,2
Black Adam,Okoye,1,1,1
Black Adam,Outrider,1,2,0
Black Adam,Pepper Potts (Extremis),2,1,0
Black Adam,Phastos,1,1,1
Black Adam,Photon,2,1,0
Black Adam,Proxima Midnight,2,1,0
Black Adam,Quake,1,2,0
Black Adam,Quicksilver,0,2,0
Black Adam,Red Guardian,1,1,1
Black Adam,Red Skull (Stonekeeper),2,1,0
Black Adam,Red Skull,2,2,2
Black Adam,Rescue,2,1,0
Black Adam,Rocket Raccoon,1,1,1
Black Adam,Ronan The Accuser (Power Stone),2,1,0
Black Adam,Ronan The Accuser,1,1,1
Black Adam,Ronin,2,1,0
Black Adam,Scarlet Witch,1,2,0
Black Adam,Sersi (uni-mind),2,1,0
Black Adam,Sersi,1,2,0
Black Adam,Shang-Chi,2,1,0
Black Adam,She-Hulk,1,2,0
Black Adam,Shuri,2,1,0
Black Adam,Sif,2,2,2
Black Adam,Sinister Strange,1,1,1
Black Adam,Smart Hulk,2,1,0
Black Adam,Spectral Vision,2,2,2
Black Adam,Spider-Man,0,1,0
Black Adam,Star-Lord (Celestial Power),1,2,0
Black Adam,Star-Lord,2,2,2
Black Adam,Stature,0,1,0
Black Adam,Surtur,2,1,0
Black Adam,Swole Groot,1,1,1
Black Adam,Talos The Untamed,2,2,2
Black Adam,Taskmaster,0,1,0
Black Adam,Teenage Groot,2,2,2
Black Adam,Thanos,2,2,2
Black Adam,Thanos (Infinity Gauntlet),2,1,0
Black Adam,The Collector,2,2,2
Black Adam,The Executioner,1,1,1
Black Adam,The Grandmaster,2,1,0
Black Adam,The Great Protector,0,2,0
Black Adam,The Punisher,0,1,0
Black Adam,Thena,1,1,1
Black Adam,Thor (Pre-Ragnarok),1,2,0
Black Adam,Thor (Awakened),2,2,2
Black Adam,Thor,2,1,0
Black Adam,Ultron,1,2,0
Black Adam,Unworthy Thor,1,1,1
Black Adam,Valkyrie,2,2,2
Black Adam,Vision,1,2,0
Black Adam,Vulture,1,1,1
Black Adam,Wanda Maximoff (Pre-WandaVision),1,1,1
Black Adam,War Machine,2,2,2
Black Adam,Warlock,2,2,2
Black Adam,Wasp,1,1,1
Black Adam,Whiplash,0,1,0
Black Adam,Whiplash (Mark II),2,1,0
Black Adam,White Wolf,2,1,0
Black Adam,Winter Soldier,1,2,0
Black Adam,Wolverine,2,0,0
Black Adam,Wong,1,2,0
Black Adam,YellowJacket,1,2,0
Black Adam,Yondu,2,2,2
Black Adam,Zeus,1,1,1
Black Canary,Black Manta,2,2,2
Black Canary,Black Mask,1,2,0
Black Canary,Bloodsport,1,0,0
Black Canary,Captain Boomerang,2,1,0
Black Canary,Cassandra Cain,1,2,0
Black Canary,Cheetah,2,1,0
Black Canary,Cyborg,1,2,0
Black Canary,Cyclone,1,1,1
Black Canary,Dark Flash,0,0,0
Black Canary,Darkseid,2,1,0
Black Canary,Deadshot,1,1,1
Black Canary,Doctor Fate,2,1,0
Black Canary,Doctor Sivana,1,1,1
Black Canary,Doomsday,2,1,0
Black Canary,El Diablo,1,1,1
Black Canary,Enchantress,2,0,0
Black Canary,Envy,2,2,2
Black Canary,Faora,2,1,0
Black Canary,Freddy Freeman,2,2,2
Black Canary,General Zod,2,2,2
Black Canary,Gluttony,2,1,0
Black Canary,Green Lantern,1,0,0
Black Canary,Harley Quinn,0,2,0
Black Canary,Hawkman,2,2,2
Black Canary,Hespera,2,1,0
Black Canary,Huntress,2,2,2
Black Canary,Incubus,1,0,0
Black Canary,Joker,1,0,0
Black Canary,Jor-El,1,1,1
Black Canary,Judomaster,2,0,0
Black Canary,Karathen,1,2,0
Black Canary,Katana,1,2,0
Black Canary,Killer Croc,1,2,0
Black Canary,King Nereus,0,0,0
Black Canary,King Shark,2,1,0
Black Canary,Lex Luthor,1,1,1
Black Canary,Lust,2,1,0
Black Canary,Mera,1,1,1
Black Canary,Mister Zsasz,1,2,0
Black Canary,Nam-Ek,0,1,0
Black Canary,Nuidis Vulko,0,2,0
Black Canary,Ocean Master,1,2,0
Black Canary,Parademon,1,2,0
Black Canary,Peacemaker,2,2,2
Black Canary,Penthesileia,1,1,1
Black Canary,Philippus,2,1,0
Black Canary,Polka-Dot Man,2,2,2
Black Canary,Queen Atlanna,2,2,2
Black Canary,Queen Hippolyta,0,1,0
Black Canary,Ratcatcher,1,2,0
Black Canary,Rick Flag,1,2,0
Black Canary,Sabbac,1,1,1
Black Canary,Savant,2,1,0
Black Canary,Shazam,1,2,0
Black Canary,Slipknot,1,1,1
Black Canary,Sol Soria,2,1,0
Black Canary,Starro,2,1,0
Black Canary,Steppenwolf,2,2,2
Black Canary,Supergirl,0,2,0
Black Canary,Superman,1,1,1
Black Canary,T.D.K.,1,0,0
Black Canary,The Flash,0,1,0
Black Canary,Vigilante,1,1,1
Black Canary,White Dragon,0,1,0
Black Canary,Wonder Woman (Armor of Asteria),0,1,0
Black Canary,Wrath,1,0,0
Black Canary,Zeus,1,2,0
Black Canary,Agatha Harkness,2,0,0
Black Canary,Abomination,2,1,0
Black Canary,Ajak,2,1,0
Black Canary,Ancient One (time stone),1,2,0
Black Canary,Ancient One,1,0,0
Black Canary,Ant-Man,1,1,1
Black Canary,Arishem The Judge,2,2,2
Black Canary,Ayo,2,2,2
Black Canary,Baby Groot,0,2,0
Black Canary,Baron Mordo,2,0,0
Black Canary,Baron Zemo,0,0,0
Black Canary,Black Bolt (Earth 838),1,2,0
Black Canary,Black Bolt,2,1,0
Black Canary,Black Panther,2,1,0
Black Canary,Black Panther,2,2,2
Black Canary,Black Widow,2,2,2
Black Canary,Black Widow,1,2,0
Black Canary,Bucky Barnes,2,2,2
Black Canary,Bullseye,0,2,0
Black Canary,Captain America,2,2,2
Black Canary,Captain America (Worthy),1,1,1
Black Canary,Captain Carter (Earth 838),2,2,2
Black Canary,Captain Marvel,1,1,1
Black Canary,Chitauri Footsoldier,2,2,2
Black Canary,Corvus Glaive,1,1,1
Black Canary,Crossbones,2,1,0
Black Canary,Cull Obsidian,0,2,0
Black Canary,Dar-Benn,0,1,0
Black Canary,Daredevil,1,2,0
Black Canary,Deathlok,1,2,0
Black Canary,Destroyer,2,1,0
Black Canary,Doctor Strange,1,1,1
Black Canary,Dormammu,2,1,0
Black Canary,Drax The Destroyer,1,2,0
Black Canary,Ebony Maw,1,1,1
Black Canary,Echo,2,1,0
Black Canary,Ego,2,1,0
Black Canary,Elektra,1,2,0
Black Canary,Eternity,2,2,2
Black Canary,Falcon,2,1,0
Black Canary,Fandral,1,2,0
Black Canary,Fat Thor,2,2,2
Black Canary,Fenris,2,2,2
Black Canary,Frigga,2,1,0
Black Canary,G'iah,1,2,0
Black Canary,Gamora,2,1,0
Black Canary,Gargantos,0,2,0
Black Canary,Ghost,0,2,0
Black Canary,Ghost Rider,1,2,0
Black Canary,Giant-Man,1,1,1
Black Canary,Gilgamesh,2,2,2
Black Canary,Gorr The God Butcher,2,1,0
Black Canary,Gravik,2,1,0
Black Canary,Groot,1,1,1
Black Canary,Hawkeye,1,2,0
Black Canary,Hawkeye,1,1,1
Black Canary,Heimdall,2,1,0
Black Canary,Hela,0,0,0
Black Canary,High Evolutionary,2,2,2
Black Canary,Hulk (Stark Gauntlet),2,2,2
Black Canary,Hulk,1,2,0
Black Canary,Ikaris,2,1,0
Black Canary,Iron Fist,1,2,0
Black Canary,Iron Man,2,2,2
Black Canary,Iron Man (Mk 1),2,2,2
Black Canary,Iron Man (Stark Gauntlet),1,2,0
Black Canary,Iron Man (Hulkbuster),1,2,0
Black Canary,Iron Monger,2,2,2
Black Canary,Iron Spider,2,1,0
Black Canary,Ironheart,1,1,1
Black Canary,Jemiah The Analyzer,2,2,2
Black Canary,Jessica Jones,2,2,2
Black Canary,Kaecilius,2,2,2
Black Canary,Kang the Conqueror,1,1,1
Black Canary,Killian,2,1,0
Black Canary,Killmonger,2,2,2
Black Canary,Kingo,1,2,0
Black Canary,Kingpin,1,2,0
Black Canary,Korath The Pursuer,2,1,0
Black Canary,Korg,1,1,1
Black Canary,Kro,2,0,0
Black Canary,Kurse,1,0,0
Black Canary,Kid Loki,1,1,1
Black Canary,Lady Loki,2,2,2
Black Canary,Leo Fitz,1,2,0
Black Canary,Leviathan,1,1,1
Black Canary,Loki,1,2,0
Black Canary,Loki (Mind Stone),2,2,2
Black Canary,Loki (Keeper Of The Multiverse),1,2,0
Black Canary,Loki (Variant L1130),1,2,0
Black Canary,Loki (King of Asgard),2,0,0
Black Canary,Luke Cage,1,1,1
Black Canary,M'baku,2,0,0
Black Canary,Makkari,1,2,0
Black Canary,Malekith (Reality Stone),2,2,2
Black Canary,Malekith,1,1,1
Black Canary,Mandarin,2,2,2
Black Canary,Mantis,1,1,1
Black Canary,Mighty Thor,1,2,0
Black Canary,MODOK,0,0,0
Black Canary,Moon Knight,1,1,1
Black Canary,Mr. Fantastic (Earth 838),1,1,1
Black Canary,Mr. Knight,1,0,0
Black Canary,Ms. America,2,2,2
Black Canary,Ms. Marvel,1,0,0
Black Canary,Mysterio,1,2,0
Black Canary,Namor,2,0,0
Black Canary,Nebula,2,1,0
Black Canary,Nick Fury,1,2,0
Black Canary,Nomad,1,2,0
Black Canary,Odin,0,1,0
Black Canary,Okoye,2,2,2
Black Canary,Outrider,2,2,2
Black Canary,Pepper Potts (Extremis),1,1,1
Black Canary,Phastos,2,2,2
Black Canary,Photon,2,1,0
Black Canary,Proxima Midnight,2,1,0
Black Canary,Quake,2,2,2
Black Canary,Quicksilver,1,1,1
Black Canary,Red Guardian,1,1,1
Black Canary,Red Skull (Stonekeeper),1,0,0
Black Canary,Red Skull,0,2,0
Black Canary,Rescue,1,2,0
Black Canary,Rocket Raccoon,2,1,0
Black Canary,Ronan The Accuser (Power Stone),0,2,0
Black Canary,Ronan The Accuser,1,1,1
Black Canary,Ronin,1,2,0
Black Canary,Scarlet Witch,2,2,2
Black Canary,Sersi (uni-mind),1,2,0
Black Canary,Sersi,1,1,1
Black Canary,Shang-Chi,0,2,0
Black Canary,She-Hulk,1,1,1
Black Canary,Shuri,2,2,2
Black Canary,Sif,2,1,0
Black Canary,Sinister Strange,0,1,0
Black Canary,Smart Hulk,2,1,0
Black Canary,Spectral Vision,2,0,0
Black Canary,Spider-Man,2,2,2
Black Canary,Star-Lord (Celestial Power),1,2,0
Black Canary,Star-Lord,1,0,0
Black Canary,Stature,1,1,1
Black Canary,Surtur,2,1,0
Black Canary,Swole Groot,1,2,0
Black Canary,Talos The Untamed,0,1,0
Black Canary,Taskmaster,1,0,0
Black Canary,Teenage Groot,2,1,0
Black Canary,Thanos,1,2,0
Black Canary,Thanos (Infinity Gauntlet),2,0,0
Black Canary,The Collector,2,1,0
Black Canary,The Executioner,0,2,0
Black Canary,The Grandmaster,2,1,0
Black Canary,The Great Protector,1,1,1
Black Canary,The Punisher,2,1,0
Black Canary,Thena,1,2,0
Black Canary,Thor (Pre-Ragnarok),2,1,0
Black Canary,Thor (Awakened),2,1,0
Black Canary,Thor,2,1,0
Black Canary,Ultron,2,2,2
Black Canary,Unworthy Thor,1,0,0
Black Canary,Valkyrie,2,2,2
Black Canary,Vision,2,2,2
Black Canary,Vulture,2,2,2
Black Canary,Wanda Maximoff (Pre-WandaVision),0,2,0
Black Canary,War Machine,2,1,0
Black Canary,Warlock,2,1,0
Black Canary,Wasp,2,1,0
Black Canary,Whiplash,1,2,0
Black Canary,Whiplash (Mark II),2,2,2
Black Canary,White Wolf,1,2,0
Black Canary,Winter Soldier,2,1,0
Black Canary,Wolverine,1,2,0
Black Canary,Wong,2,2,2
Black Canary,YellowJacket,2,2,2
Black Canary,Yondu,0,2,0
Black Canary,Zeus,2,2,2
Black Manta,Black Mask,1,1,1
Black Manta,Bloodsport,2,1,0
Black Manta,Captain Boomerang,2,1,0
Black Manta,Cassandra Cain,2,1,0
Black Manta,Cheetah,2,1,0
Black Manta,Cyborg,2,2,2
Black Manta,Cyclone,1,2,0
Black Manta,Dark Flash,1,1,1
Black Manta,Darkseid,2,0,0
Black Manta,Deadshot,2,0,0
Black Manta,Doctor Fate,2,1,0
Black Manta,Doctor Sivana,2,1,0
Black Manta,Doomsday,1,2,0
Black Manta,El Diablo,2,1,0
Black Manta,Enchantress,1,1,1
Black Manta,Envy,1,0,0
Black Manta,Faora,0,2,0
Black Manta,Freddy Freeman,1,2,0
Black Manta,General Zod,1,1,1
