nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe,Fortalezas,Debilidades
Frederick Christopher Freeman,Freddy Freeman,DC Extended Universe,https://www.superherodb.com/freddy-freeman/10-16682/#user,0,0,0,0,0,0,0,,"['DC Comics', 'DCEU - DC Extended Universe', 'Tigerking2020', 'JaviChat', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'RatnikNaSjeveru2005', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Freddy Freeman,"['Fuerza sobrehumana', 'Velocidad', 'Vuelo']",['Dependencia de la magia de Shazam']
Dru-Zod,General Zod,DC Extended Universe,https://www.superherodb.com/general-zod/10-12609/,70,100,50,40,75,85,3,,"['Agility', 'Cold Resistance', 'Energy Beams', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Flight', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Levitation', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Radiation Immunity', 'Spaceflight', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Vision - Heat', 'Weapons Master', 'Accelerated Healing', 'Acid Resistants', 'Berserk Mode', 'Dexterity', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Explosion Manipulation', 'Fire Resistance', 'Insanity', 'Invulnerability', 'Jump', 'Marksmanship', 'Reflexes', 'Regeneration', 'Shockwaves Generation', 'Space Survivability', 'Super Breath', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Adaptation', 'Energy Absorption', 'Ice Manipulation', 'Immortality', 'DC Comics', 'DCEU - DC Extended Universe', 'General Zod', 'Enderman Endy Villain That Make Endy Fight The True Villain', 'Man Of Steel (2013)', 'Movie Heroes', 'Red Ranked Warriors', 'Hesperus', 'JaviChat', 'Tigerking2020', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'RatnikNaSjeveru2005', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",General Zod,"['Fuerza y durabilidad sobrehumana', 'Habilidades de combate']",['Vulnerable a la kryptonita']
Gluttony,Gluttony,DC Extended Universe,https://www.superherodb.com/gluttony/10-27553/,65,65,65,40,60,65,3,,"['Accelerated Healing', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Agility', 'Dexterity', 'Flight', 'Immortality', 'Jump', 'Shapeshifting', 'DC Comics', 'DCEU - DC Extended Universe', 'Gluttony', 'Hesperus', 'RatnikNaSjeveru2005', 'Tigerking2020', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Gluttony,['Fuerza sobrehumana'],['Dependencia de la gula']
Yalan Gur,Green Lantern,DC Extended Universe,https://www.superherodb.com/green-lantern/10-27159/,65,75,25,40,65,70,3,,"['Cold Resistance', 'Durability', 'Endurance', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Resistance', 'Lantern Power Ring', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Animation', 'Dexterity', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Projection', 'Radiation Immunity', 'Reflexes', 'Stealth', 'Weapon-based Powers', 'Weapons Master', 'Acrobatics', 'DC Comics', 'DCEU - DC Extended Universe', 'Green Lantern', 'Tigerking2020', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Green Lantern,"['Creación de construcciones de luz sólida', 'Vuelo', 'Viaje interestelar', 'Resistencia']","['Vulnerabilidad al color amarillo (dependiendo de la versión)', 'Dependencia del anillo y su carga']"
Harleen Quinzel,Harley Quinn,DC Extended Universe,https://www.superherodb.com/harley-quinn/10-12608/,60,5,8,10,10,80,1,,"['Durability', 'Peak Human Condition', 'Stamina', 'Acrobatics', 'Agility', 'Dexterity', 'Insanity', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth', 'The Fourth Wall', 'Weapon-based Powers', 'Weapons Master', 'Toxin and Disease Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Harley Quinn', 'Anti-heroes', 'My Dceu Batman Trilogy', 'My Favorite Characters ⭐ Pcf Updated', 'Roleplaying Collection', 'White Ranked Warriors', 'Tigerking2020', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Harley Quinn,"['Habilidades de combate', 'Inteligencia']",['Humana sin poderes sobrenaturales']
Carter Hall,Hawkman,DC Extended Universe,https://www.superherodb.com/hawkman/10-27879/,65,30,25,25,50,80,2,,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Dexterity', 'Electricity Resistance', 'Endurance', 'Energy Constructs', 'Energy Resistance', 'Flight', 'Heat Resistance', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Vehicular Mastery', 'Vision - Infrared', 'Weapon-based Powers', 'Weapons Master', 'Berserk Mode', 'Power Suit', 'DC Comics', 'DCEU - DC Extended Universe', 'Hawkman', 'Tigerking2020', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Hawkman,"['Vuelo', 'Fuerza sobrehumana', 'Habilidades de combate']",['Dependencia de su armadura']
,Hespera,DC Extended Universe,https://www.superherodb.com/hespera/10-27883/#user,0,0,0,0,0,0,0,,"['DC Comics', 'DCEU - DC Extended Universe', 'Tigerking2020', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Rotemeg', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Hespera,['Habilidades mágicas'],['Dependencia de su magia']
Helena Bertinelli,Huntress,DC Extended Universe,https://www.superherodb.com/huntress/10-18621/,50,1,1,5,5,50,1,,"['Peak Human Condition', 'Stamina', 'Acrobatics', 'Marksmanship', 'Reflexes', 'Stealth', 'Master Martial Artist', 'DC Comics', 'DCEU - DC Extended Universe', 'Huntress', 'Tigerking2020', 'Rotemeg', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Huntress,"['Habilidades de combate', 'Experta en armas']",['Humana sin poderes sobrenaturales']
Incubus,Incubus,DC Extended Universe,https://www.superherodb.com/incubus/10-15960/,55,30,6,30,50,30,2,,"['Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Development', 'Accelerated Healing', 'Death Touch', 'Elasticity', 'Force Fields', 'Heat Resistance', 'Large Size', 'Longevity', 'Magic', 'Mind Control', 'Natural Armor', 'Natural Weapons', 'Possession', 'Reflexes', 'Regeneration', 'Resurrection', 'Transformation', 'DCEU - DC Extended Universe', 'Incubus', 'Tigerking2020', 'Rotemeg', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Incubus,['Habilidades de combate'],['Dependencia de la lujuria']
,Joker,DC Extended Universe,https://www.superherodb.com/joker/10-12707/,65,1,7,5,10,45,1,,"['Durability', 'Intelligence', 'Insanity', 'Intimidation', 'Master Tactician', 'Reflexes', 'Stamina', 'Weapons Master', 'Toxin and Disease Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Joker', 'My Dceu Batman Trilogy', 'Roleplaying Collection', 'Zack Snyder’s Justice League (2021)', 'Tigerking2020', 'Rotemeg', 'Hesperus', 'RatnikNaSjeveru2005', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'Ahasan', 'All Users']",Joker,"['Inteligencia', 'Habilidades estratégicas']",['Humano sin poderes sobrenaturales']
,Jor-El,DC Extended Universe,https://www.superherodb.com/jor-el/10-29663/,80,1,6,10,10,80,1,,"['Intelligence', 'Master Martial Artist', 'Marksmanship', 'Weapon-based Powers', 'Weapons Master', 'DC Comics', 'DCEU - DC Extended Universe', 'Jor-El', 'Tigerking2020', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'JaviChat', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Jor-El,['Inteligencia'],['Humano sin poderes sobrenaturales']
,Judomaster,DC Extended Universe,https://www.superherodb.com/judomaster/10-44243/,60,1,6,15,10,100,1,,"['Acrobatics', 'Agility', 'Durability', 'Master Martial Artist', 'Pressure Points', 'Reflexes', 'Stamina', 'Dexterity', 'Endurance', 'Grappling/Climbing', 'Jump', 'Ninjutsu', 'Pain Suppression', 'Weapons Master', 'DC Comics', 'DCEU - DC Extended Universe', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Judomaster,"['Habilidades de combate', 'Experta en artes marciales']",['Humana sin poderes sobrenaturales']
Karathen,Karathen,DC Extended Universe,https://www.superherodb.com/karathen/10-16145/,75,95,25,50,60,30,3,,"['Accelerated Healing', 'Durability', 'Stamina', 'Super Strength', 'Large Size', 'Longevity', 'Natural Armor', 'Natural Weapons', 'Reflexes', 'Telepathy', 'Underwater breathing', 'DC Comics', 'DCEU - DC Extended Universe', 'JaviChat', 'Tigerking2020', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Karathen,"['Fuerza sobrehumana', 'Habilidades de combate']",['Vulnerabilidad física']
Tatsu Yamashiro,Katana,DC Extended Universe,https://www.superherodb.com/katana/10-13966/,55,1,7,9,15,80,1,,"['Acrobatics', 'Master Martial Artist', 'Peak Human Condition', 'Stamina', 'Stealth', 'Super Strength', 'Swordsmanship', 'Agility', 'Durability Negation', 'Marksmanship', 'Reflexes', 'Soul Manipulation', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Katana', 'Roleplaying Collection', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Katana,"['Habilidades de combate', 'Experta en armas']",['Humana sin poderes sobrenaturales']
Waylon Jones,Killer Croc,DC Extended Universe,https://www.superherodb.com/killer-croc/10-13849/,45,25,14,20,30,40,1,,"['Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Animal Attributes', 'Animal Oriented Powers', 'Jaw Strength', 'Reflexes', 'Stealth', 'Underwater breathing', 'Natural Armor', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Killer Croc', 'My Dceu Batman Trilogy', 'Roleplaying Collection', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Killer Croc,"['Fuerza sobrehumana', 'Habilidades de combate']",['Vulnerabilidad física']
,King Nereus,DC Extended Universe,https://www.superherodb.com/king-nereus/10-19144/,70,45,30,25,45,75,2,,"['Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Underwater breathing', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Energy Blasts', 'Fire Resistance', 'Toxin and Disease Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",King Nereus,"['Fuerza sobrehumana', 'Habilidades de combate']",['Necesidad de estar en contacto con el agua regularmente']
Nanaue,King Shark,DC Extended Universe,https://www.superherodb.com/king-shark/10-27933/,50,30,17,25,40,40,1,1+,"['Animal Attributes', 'Animal Oriented Powers', 'Bloodlust', 'Durability', 'Enhanced Smell', 'Stamina', 'Sub-Mariner', 'Super Speed', 'Super Strength', 'Underwater breathing', 'Agility', 'Amphibious Respiration', 'Animal Control', 'Cold Resistance', 'Empathy', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Hunters Instinct', 'Instinctive Reaction', 'Jump', 'Pain Suppression', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Sonar', 'Stealth', 'Surface Scaling', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Berserk Mode', 'Divine Powers', 'Electricity Resistance', 'Energy Resistance', 'Invulnerability', 'Large Size', 'Mind Control Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'King Shark', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",King Shark,"['Fuerza sobrehumana', 'Habilidades de combate']",['Vulnerabilidad física']
Alexander Joseph Luthor,Lex Luthor,DC Extended Universe,https://www.superherodb.com/lex-luthor/10-12706/,80,1,1,5,1,15,1,,"['Intelligence', 'Master Tactician', 'DC Comics', 'DCEU - DC Extended Universe', 'Lex Luthor', 'Batman V Superman: Dawn Of Justice (2016)', 'Zack Snyder’s Justice League (2021)', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Lex Luthor,"['Inteligencia', 'Habilidades estratégicas']",['Humano sin poderes sobrenaturales']
Lust,Lust,DC Extended Universe,https://www.superherodb.com/lust/10-27555/,65,65,65,40,60,65,3,,"['Accelerated Healing', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Agility', 'Dexterity', 'Flight', 'Immortality', 'Jump', 'Stealth', 'DC Comics', 'DCEU - DC Extended Universe', 'Lust', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'ForJustice1324', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Lust,['Habilidades de combate'],['Dependencia de la lujuria']
Mera,Mera,DC Extended Universe,https://www.superherodb.com/mera/10-12709/,65,30,25,30,45,70,2,,"['Agility', 'Durability', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Acrobatics', 'Blood Manipulation', 'Cold Resistance', 'Endurance', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth', 'Underwater breathing', 'Water Control', 'Weapons Master', 'Dexterity', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Master Tactician', 'Regeneration', 'DC Comics', 'DCEU - DC Extended Universe', 'Mera', 'Zack Snyder’s Justice League (2021)', 'ForJustice1324', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Mera,"['Control sobre el agua', 'Habilidades de combate']",['Necesidad de estar en contacto con el agua regularmente']
Victor Zsasz,Mister Zsasz,DC Extended Universe,https://www.superherodb.com/mister-zsasz/10-25224/,50,1,1,5,5,30,0,,"['Insanity', 'DC Comics', 'DCEU - DC Extended Universe', 'Mister Zsasz', 'My Dceu Batman Trilogy', 'ForJustice1324', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'yes', 'Walid27', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'Jki546', 'All Users']",Mister Zsasz,['Habilidades de combate'],['Humano sin poderes sobrenaturales']
Nam-Ek,Nam-Ek,DC Extended Universe,https://www.superherodb.com/nam-ek/10-15087/,65,95,50,40,70,65,3,,"['Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Agility', 'Marksmanship', 'Master Martial Artist', 'Radiation Immunity', 'Regeneration', 'Self-Sustenance', 'Stealth', 'Weapons Master', 'DC Comics', 'DCEU - DC Extended Universe', 'Chronicler', 'Walid27', 'ForJustice1324', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Nam-Ek,"['Fuerza sobrehumana', 'Habilidades de combate']",['Vulnerable a la kryptonita']
,Nuidis Vulko,DC Extended Universe,https://www.superherodb.com/nuidis-vulko/10-19152/,65,30,25,20,40,90,1,,"['Agility', 'Intelligence', 'Master Tactician', 'Sonar', 'Super Speed', 'Super Strength', 'Underwater breathing', 'Animal Control', 'Master Martial Artist', 'Water Control', 'Weapons Master', 'Indomitable Will', 'Longevity', 'Preparation', 'DC Comics', 'DCEU - DC Extended Universe', 'Zack Snyder’s Justice League (2021)', 'Walid27', 'Chronicler', 'ForJustice1324', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'Hesperus', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Nuidis Vulko,"['Inteligencia', 'Habilidades estratégicas']",['Humano sin poderes sobrenaturales']
Orm Marius,Ocean Master,DC Extended Universe,https://www.superherodb.com/ocean-master/10-15630/,65,55,30,35,50,90,3,,"['Underwater breathing', 'Water Control', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Invulnerability', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Stealth', 'Vision - Night', 'Weapon-based Powers', 'Weapons Master', 'Animal Control', 'Element Control', 'DC Comics', 'DCEU - DC Extended Universe', 'Ocean Master', 'Movie Heroes', 'ForJustice1324', 'Hesperus', 'Walid27', 'Chronicler', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Ocean Master,"['Fuerza sobrehumana', 'Habilidades de combate']",['Necesidad de estar en contacto con el agua regularmente']
,Parademon,DC Extended Universe,https://www.superherodb.com/parademon/10-26635/,55,25,17,10,20,60,1,,"['Durability', 'Endurance', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Energy Blasts', 'Jump', 'Longevity', 'Radiation Immunity', 'Reflexes', 'Stealth', 'Toxin and Disease Resistance', 'Electricity Resistance', 'Fire Resistance', 'Flight', 'Marksmanship', 'Weapons Master', 'DC Comics', 'DCEU - DC Extended Universe', '#shdb - Horde Characters', 'Hesperus', 'ForJustice1324', 'Walid27', 'Chronicler', 'Tigerking2020', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Parademon,"['Fuerza sobrehumana', 'Habilidades de combate']",['Dependencia de Darkseid']
Christopher Smith,Peacemaker,DC Extended Universe,https://www.superherodb.com/peacemaker/10-21441/,65,5,7,15,20,80,1,,"['Intelligence', 'Marksmanship', 'Peak Human Condition', 'Stamina', 'Stealth', 'Weapons Master', 'Agility', 'Dexterity', 'Endurance', 'Indomitable Will', 'Master Martial Artist', 'Reflexes', 'Vision - X-Ray', 'Acrobatics', 'Explosion Manipulation', 'Master Tactician', 'Shockwaves Generation', 'Swordsmanship', 'Toxin and Disease Control', 'Weapon-based Powers', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'Peacemaker', 'Roleplaying Collection', 'Tigerking2020', 'Hesperus', 'ForJustice1324', 'Walid27', 'Chronicler', 'JaviChat', 'Rotemeg', 'RatnikNaSjeveru2005', 'lucifermorningstar876', 'yes', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Peacemaker,"['Habilidades de combate', 'Experto en armas']",['Humano sin poderes sobrenaturales']
