nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe
Steven Grant,Mr. Knight,Marvel Cinematic Universe,https://www.superherodb.com/mr-knight/10-55129/,60,25,25,20,50,50,1,,"['Agility', 'Dexterity', 'Endurance', 'Extrasensory Perception', 'Intelligence', 'Multiple Personalities', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Transformation', 'Accelerated Healing', 'Acrobatics', 'Blessed', 'Cloth Manipulation', 'Jump', 'Longevity', 'Master Martial Artist', 'Photographic Deduction', 'Stealth', 'Toxin and Disease Resistance', 'Vision - Night', 'Wallcrawling', 'Weapon Creation', 'Weapon Summoning', 'Weapons Master', 'Energy Resistance', 'Immortality', 'Matter Manipulation', 'Regeneration', 'Spatial Manipulation', 'Summoning', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Mr. Knight
America Chavez,Ms. America,Marvel Cinematic Universe,https://www.superherodb.com/ms-america/10-26894/,55,25,6,20,60,50,3,,"['Dimensional Travel', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Flight', 'Levitation', 'Portal Creation', 'Acausality', 'Energy Constructs', 'Teleportation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Doctor Strange In The Multiverse Of Madness (2022)', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Ms. America
Kamala Khan,Ms. Marvel,Marvel Cinematic Universe,https://www.superherodb.com/ms-marvel/10-26895/,65,30,20,35,65,30,2,,"['Durability', 'Elasticity', 'Size Changing', 'Super Strength', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Clairvoyance', 'Dimensional Travel', 'Energy Absorption', 'Energy Armor', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Force Fields', 'Light Control', 'Marksmanship', 'Portal Creation', 'Regeneration', 'Shockwaves Generation', 'Transformation', 'Master Tactician', 'Time Travel', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ms. Marvel', 'A-force (mcu)', 'Mcu Superheroes', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Ms. Marvel
Quentin Beck,Mysterio,Marvel Cinematic Universe,https://www.superherodb.com/mysterio/10-15699/,70,5,25,25,30,60,1,,"['Durability', 'Endurance', 'Illumination', 'Illusions', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon-based Powers', 'Agility', 'Audio Alteration', 'Cold Resistance', 'Danmaku', 'Data Manipulation', 'Energy Beams', 'Energy Blasts', 'Energy Resistance', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Heat Generation', 'Information Analysis', 'Invisibility', 'Invulnerability', 'Marksmanship', 'Reflexes', 'Shapeshifting', 'Stealth', 'Vision - Infrared', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Weapons Master', 'Aura', 'Dexterity', 'Heat Resistance', 'Master Tactician', 'Vision - X-Ray', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Mysterio', 'Movie Heroes', 'My Collection', 'Roleplaying Collection', 'Spider-man: No Way Home (2021)', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Mysterio
Namor,Namor,Marvel Cinematic Universe,https://www.superherodb.com/namor/10-50924/,60,55,30,30,60,75,2,,"['Dexterity', 'Flight', 'Sub-Mariner', 'Super Speed', 'Super Strength', 'Underwater breathing', 'Water Control', 'Acrobatics', 'Agility', 'Animal Control', 'Cold Resistance', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Heat Resistance', 'Hypnokinesis', 'Jump', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Mind Control', 'Reflexes', 'Stamina', 'Surface Scaling', 'Telepathy', 'Toxin and Disease Resistance', 'Vibration Manipulation', 'Wallcrawling', 'Weapons Master', 'Accelerated Healing', 'Immortality', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Namor', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Namor
Nebula,Nebula,Marvel Cinematic Universe,https://www.superherodb.com/nebula/10-13897/,65,25,20,20,40,80,1,,"['Durability', 'Stamina', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cyborgization', 'Dexterity', 'Elasticity', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Information Analysis', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Mechanical Aptitude', 'Reflexes', 'Stealth', 'Swordsmanship', 'Transformation', 'Vehicular Mastery', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Cold Resistance', 'Flight', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Nebula', 'A-force (mcu)', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Nebula
Nicholas Fury,Nick Fury,Marvel Cinematic Universe,https://www.superherodb.com/nick-fury/10-16352/,75,1,1,7,5,60,1,,"['Intelligence', 'Stamina', 'Master Martial Artist', 'Master Tactician', 'Preparation', 'Stealth', 'Weapon-based Powers', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Nick Fury', 'Avengers: Endgame (2019)', ""Mcu Spider-man's Friends And Allies"", 'My Collection', 'Roleplaying Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Nick Fury
Steve Rogers,Nomad,Marvel Cinematic Universe,https://www.superherodb.com/nomad/10-16688/,70,30,25,25,30,90,1,,"['Acrobatics', 'Agility', 'Dexterity', 'Durability', 'Enhanced Condition', 'Fearless', 'Gadget Usage', 'Indomitable Will', 'Intelligence', 'Leadership', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Pressure Points', 'Reflexes', 'Social Influencing', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Weapon-based Powers', 'Weapons Master', 'Accelerated Healing', 'Cold Resistance', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Hacking', 'Intimidation', 'Jump', 'Longevity', 'Multilingualism', 'Pain Suppression', 'Preparation', 'Swimming', 'Acid Resistants', 'Electricity Resistance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Mind Control Resistance', 'Photographic Reflexes', 'Regeneration', 'Self-Sustenance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Nomad', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Nomad
Odin Borson,Odin,Marvel Cinematic Universe,https://www.superherodb.com/odin/10-13763/,95,100,35,70,100,100,5,4++,"['Banish', 'Clairvoyance', 'Cloth Manipulation', 'Cosmic Awareness', 'Creation', 'Dark Magic', 'Deconstruction', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Electrokinesis', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Entropy Projection', 'Fear Inducement', 'Fire Resistance', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Indomitable Will', 'Intelligence', 'Jump', 'Leadership', 'Longevity', 'Magic', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Odin Force', 'Portal Creation', 'Power Bestowal', 'Reflexes', 'Rune Magic', 'Sealing', 'Seismic Power', 'Self-Sustenance', 'Shockwaves Generation', 'Social Influencing', 'Space Survivability', 'Stamina', 'Summoning', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Telekinesis', 'Telepathy', 'Teleportation', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Weapon Summoning', 'Weapons Master', 'Accelerated Development', 'Acid Resistants', 'Acrobatics', 'Adaptation', 'Agility', 'Animal Control', 'Astral Projection', 'Attack Negation', 'Attack Reflection', 'Aura', 'Clairvoyance Resistance', 'Cold Resistance', 'Curse Manipulation', 'Curse Resistance', 'Danger Sense', 'Dream Manipulation', 'Durability Negation', 'Electricity Resistance', 'Element Control', 'Energy Absorption', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Explosion Manipulation', 'Fusion', 'Gravity Control', 'Illumination', 'Interstellar Travel', 'Invulnerability', 'Latent Abilities', 'Levitation', 'Light Control', 'Magic Absorption', 'Magic Resistance', 'Matter Manipulation', 'Mind Control Resistance', 'Natural Armor', 'Natural Weapons', 'Omnilingualism', 'Possession Resistance', 'Power Augmentation', 'Power Nullifier', 'Precognition', 'Projection', 'Radiation Control', 'Radiation Immunity', 'Spaceflight', 'Spatial Awareness', 'Stealth', 'Vibration Manipulation', 'Weapon-based Powers', 'Accelerated Healing', 'Illusion Resistance', 'Power Sense', 'Reality Warping', 'Regeneration', 'Spatial Manipulation', 'Terrakinesis', 'Weather Control', 'Willpower Inducement', 'Wind Control', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Odin', 'My Collection', 'Red Ranked Warriors', 'Roleplaying Collection', 'Thor: Ragnarok (2017) 🔨🌩', 'Thor: The Dark World (2013)', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Odin
Okoye,Okoye,Marvel Cinematic Universe,https://www.superherodb.com/okoye/10-16699/,65,6,7,5,5,80,1,,"['Intelligence', 'Peak Human Condition', 'Stamina', 'Weapons Master', 'Acrobatics', 'Indomitable Will', 'Marksmanship', 'Master Martial Artist', 'Stealth', 'Agility', 'Dexterity', 'Durability Negation', 'Endurance', 'Master Tactician', 'Reflexes', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'A-force (mcu)', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Okoye
,Outrider,Marvel Cinematic Universe,https://www.superherodb.com/outrider/10-26731/,45,20,8,10,10,45,1,,"['Durability', 'Stamina', 'Super Speed', 'Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Endurance', 'Stealth', 'Cold Resistance', 'Dexterity', 'Energy Resistance', 'Fire Resistance', 'Natural Armor', 'Reflexes', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', '#shdb - Horde Characters', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Outrider
,Pepper Potts (Extremis),Marvel Cinematic Universe,https://www.superherodb.com/pepper-potts-extremis/10-31841/,65,25,6,20,35,35,1,,"['Accelerated Healing', 'Berserk Mode', 'Cold Resistance', 'Heat Generation', 'Reflexes', 'Agility', 'Rage Power', 'Fear Inducement', 'Fire Control', 'Fire Resistance', 'Heat Resistance', 'Regeneration', 'Stealth', 'Toxin and Disease Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Pepper Potts (Extremis)
,Phastos,Marvel Cinematic Universe,https://www.superherodb.com/phastos/10-28125/,90,30,11,45,75,65,3,3,"['Acid Resistants', 'Cold Resistance', 'Durability', 'Heat Resistance', 'Intelligence', 'Longevity', 'Nanotechnology', 'Reflexes', 'Stamina', 'Stealth', 'Super Strength', 'Technopath/Cyberpath', 'Toxin and Disease Resistance', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Accelerated Healing', 'Creation', 'Dexterity', 'Endurance', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Force Fields', 'Illusions', 'Immortality', 'Inorganic Physiology', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Matter Manipulation', 'Radiation Control', 'Radiation Immunity', 'Regeneration', 'Self-Sustenance', 'Soul Resistance', 'Weapon Summoning', 'Agility', 'Animation', 'Electricity Resistance', 'Heat Generation', 'Illumination', 'Latent Abilities', 'Levitation', 'Power Augmentation', 'Power Nullifier', 'Reality Warping Resistance', 'Time Manipulation Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Phastos
Monica Rambeau,Photon,Marvel Cinematic Universe,https://www.superherodb.com/photon/10-25795/,70,75,50,60,80,70,4,4+,"['Electro-Magnetism Manipulation', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Flight', 'Intangibility', 'Light Control', 'Phasing', 'Reflexes', 'Sealing', 'Self-Sustenance', 'Spaceflight', 'Super Speed', 'Super Strength', 'Vision - Thermal', 'Ability Shift', 'Accelerated Healing', 'Adaptation', 'Agility', 'Attack Negation', 'Aura', 'Cold Resistance', 'Energy Armor', 'Energy Constructs', 'Enhanced Touch', 'Extrasensory Perception', 'Force Fields', 'Heat Resistance', 'Illumination', 'Invulnerability', 'Levitation', 'Longevity', 'Marksmanship', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Size Changing', 'Space Survivability', 'Stamina', 'Supernatural Condition', 'Vehicular Mastery', 'Invisibility', 'Magic Resistance', 'Mind Control Resistance', 'Power Suit', 'Reality Warping Resistance', 'Regeneration', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Photon
Proxima Midnight,Proxima Midnight,Marvel Cinematic Universe,https://www.superherodb.com/proxima-midnight/10-16757/,70,20,11,15,40,90,1,,"['Durability', 'Intelligence', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Dexterity', 'Endurance', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stealth', 'Weapons Master', 'Acrobatics', 'Cold Resistance', 'Jump', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Proxima Midnight', 'Avengers: Endgame (2019)', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Proxima Midnight
Daisy Johnson,Quake,Marvel Cinematic Universe,https://www.superherodb.com/quake/10-15429/,65,25,20,25,60,90,3,,"['Hacking', 'Marksmanship', 'Master Martial Artist', 'Seismic Power', 'Stealth', 'Vibration Manipulation', 'Acrobatics', 'Dexterity', 'Durability Negation', 'Energy Blasts', 'Energy Manipulation', 'Flight', 'Force Fields', 'Levitation', 'Pressure Points', 'Reflexes', 'Shockwaves Generation', 'Weapons Master', 'Energy Absorption', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Quake', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Quake
Pietro Maximoff,Quicksilver,Marvel Cinematic Universe,https://www.superherodb.com/quicksilver/10-12507/,60,25,70,15,55,65,2,,"['Durability', 'Endurance', 'Intelligence', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Acrobatics', 'Afterimage Creation', 'Agility', 'Aura', 'Dexterity', 'Jump', 'Reflexes', 'Accelerated Healing', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Quicksilver', 'Avengers: Age Of Ultron (2015)', 'Captain America: Winter Soldier (2014)', 'Movie Heroes', 'My Collection', 'My Favorite Characters ⭐ Pcf Updated', 'Roleplaying Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Quicksilver
Alexei Shostakov,Red Guardian,Marvel Cinematic Universe,https://www.superherodb.com/red-guardian/10-18374/,50,25,14,10,25,65,1,,"['Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Endurance', 'Reflexes', 'Accelerated Healing', 'Acrobatics', 'Jump', 'Marksmanship', 'Stealth', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Red Guardian', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Red Guardian
Johann Shmidt,Red Skull (Stonekeeper),Marvel Cinematic Universe,https://www.superherodb.com/red-skull-stonekeeper/10-12612/,75,25,25,20,40,70,1,,"['Cold Resistance', 'Dexterity', 'Endurance', 'Extrasensory Perception', 'Intelligence', 'Master Martial Artist', 'Stamina', 'Toxin and Disease Resistance', 'Agility', 'Flight', 'Immortality', 'Levitation', 'Marksmanship', 'Master Tactician', 'Reflexes', 'Vehicular Mastery', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'red skull', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Red Skull (Stonekeeper)
Johann Shmidt,Red Skull,Marvel Cinematic Universe,https://www.superherodb.com/red-skull/10-12613/,70,25,14,15,20,60,1,,"['Dexterity', 'Endurance', 'Intelligence', 'Peak Human Condition', 'Stamina', 'Agility', 'Cold Resistance', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Healing', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'S.W.O.R.D.', 'red skull', 'My Collection', 'Roleplaying Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Red Skull
Pepper Potts,Rescue,Marvel Cinematic Universe,https://www.superherodb.com/rescue/10-16833/,60,35,30,30,60,65,3,,"['Durability', 'Endurance', 'Flight', 'Intelligence', 'Nanotechnology', 'Stamina', 'Super Speed', 'Super Strength', 'Acrobatics', 'Agility', 'Cold Resistance', 'Dexterity', 'Electricity Absorption', 'Electricity Resistance', 'Energy Beams', 'Energy Blasts', 'Energy Resistance', 'Enhanced Sight', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Information Analysis', 'Jump', 'Marksmanship', 'Reflexes', 'Stealth', 'Vision - Infrared', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Weapon Creation', 'Weapon-based Powers', 'Changing Armor', 'Hacking', 'Invulnerability', 'Radiation Immunity', 'Technopath/Cyberpath', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Rescue', 'A-force (mcu)', 'Avengers: Endgame (2019)', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Rescue
Rocket Raccoon,Rocket Raccoon,Marvel Cinematic Universe,https://www.superherodb.com/rocket-raccoon/10-12503/,90,5,19,25,25,65,1,1+,"['Animal Attributes', 'Animal Oriented Powers', 'Enhanced Thievery', 'Gadget Usage', 'Intelligence', 'Marksmanship', 'Stamina', 'Stealth', 'Super Speed', 'Weapons Master', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cyborgization', 'Dexterity', 'Endurance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Taste', 'Enhanced Touch', 'Leadership', 'Master Martial Artist', 'Master Tactician', 'Nanotechnology', 'Natural Weapons', 'Reflexes', 'Vehicular Mastery', 'Anti-Gravity', 'Electrokinesis', 'Energy Beams', 'Energy Blasts', 'Explosion Manipulation', 'Flight', 'Force Fields', 'Gravity Control', 'Heat Generation', 'Illumination', 'Laser Manipulation', 'Latent Abilities', 'Multilingualism', 'Sleep Manipulation', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'S.W.O.R.D.', 'Rocket Raccoon', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Mcu Superheroes', 'My Collection', 'Roleplaying Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Rocket Raccoon
Ronan,Ronan The Accuser (Power Stone),Marvel Cinematic Universe,https://www.superherodb.com/ronan-the-accuser-power-stone/10-19621/,85,100,25,100,100,95,5,,"['Accelerated Healing', 'Conceptual Manipulation', 'Deconstruction', 'Dexterity', 'Durability', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Explosion Manipulation', 'Force Fields', 'Intelligence', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Matter Manipulation', 'Radiation Immunity', 'Self-Sustenance', 'Shockwaves Generation', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Telekinesis', 'Toxin and Disease Resistance', 'Weapons Master', 'Acid Resistants', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Constructs', 'Fire Resistance', 'Heat Resistance', 'Immortality', 'Jump', 'Marksmanship', 'Reflexes', 'Regeneration', 'Vaporising Beams', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ronan The Accuser', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Ronan the Accuser (Power Stone)
Ronan,Ronan The Accuser,Marvel Cinematic Universe,https://www.superherodb.com/ronan-the-accuser/10-13069/,65,55,25,35,55,90,2,2,"['Berserk Mode', 'Bloodlust', 'Cold Resistance', 'Durability', 'Fearless', 'Fire Resistance', 'Heat Resistance', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Radiation Immunity', 'Self-Sustenance', 'Stamina', 'Toxin and Disease Resistance', 'Weapons Master', 'Accelerated Healing', 'Acid Resistants', 'Agility', 'Dexterity', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Immortality', 'Invulnerability', 'Jump', 'Mind Control Resistance', 'Reflexes', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ronan The Accuser', 'My Collection', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Ronan the Accuser
Clint Barton,Ronin,Marvel Cinematic Universe,https://www.superherodb.com/ronin/10-15921/,65,1,6,10,10,80,1,,"['Intelligence', 'Stamina', 'Stealth', 'Acrobatics', 'Agility', 'Endurance', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Weapons Master', 'Master Tactician', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ronin', 'Avengers: Endgame (2019)', 'Movie Heroes', 'My Collection', 'White Ranked Warriors', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Ronin
Wanda Maximoff,Scarlet Witch,Marvel Cinematic Universe,https://www.superherodb.com/scarlet-witch/10-12506/,65,1,25,30,100,60,4,4+,"['Accelerated Healing', 'Astral Projection', 'Biokinesis', 'Chaos Magic', 'Dimensional Travel', 'Dream Manipulation', 'Durability', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Force Fields', 'Hypnokinesis', 'Illusions', 'Intelligence', 'Light Control', 'Magic', 'Mind Control', 'Mind Control Resistance', 'Pocket Dimensions', 'Portal Creation', 'Possession', 'Possession Resistance', 'Regeneration', 'Stamina', 'Stealth', 'Summoning', 'Super Speed', 'Super Strength', 'Telekinesis', 'Teleportation', 'Weather Control', 'Wind Control', 'Agility', 'Bloodlust', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Creation', 'Deconstruction', 'Element Control', 'Empathy', 'Endurance', 'Energy Absorption', 'Energy Resistance', 'Explosion Manipulation', 'Fear Inducement', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Illusion Resistance', 'Invisibility', 'Levitation', 'Magic Resistance', 'Matter Manipulation', 'Metal Manipulation', 'Mind Transfer', 'Molecular Manipulation', 'Pain Manipulation', 'Petrification', 'Plot Manipulation', 'Power Absorption', 'Power Absorption Immunity', 'Power Augmentation', 'Power Bestowal', 'Power Nullifier', 'Probability Manipulation', 'Psionic Powers', 'Psychometry', 'Reality Warping', 'Reflexes', 'Soul Resistance', 'Telepathy', 'Telepathy Resistance', 'Time Manipulation', 'Transformation', 'Vitakinesis', 'Water Control', 'Aura', 'Dexterity', 'Existence Erasure', 'Invulnerability', 'Life Manipulation', 'Master Martial Artist', 'Wishing', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers', 'Scarlet Witch', 'A-force (mcu)', 'Avengers: Age Of Ultron (2015)', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Captain America: Winter Soldier (2014)', 'Doctor Strange In The Multiverse Of Madness (2022)', 'Movie Heroes', 'My Collection', 'My Favorite Characters ⭐ Pcf Updated', 'People Who Like Each Other:', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Scarlet Witch
,Sersi (uni-mind),Marvel Cinematic Universe,https://www.superherodb.com/sersi-uni-mind/10-62922/,85,20,7,45,100,70,5,4++,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Biokinesis', 'Cold Resistance', 'Deconstruction', 'Energy Absorption', 'Energy Manipulation', 'Energy Resistance', 'Heat Resistance', 'Immortality', 'Inorganic Physiology', 'Intelligence', 'Levitation', 'Longevity', 'Matter Manipulation', 'Metal Manipulation', 'Molecular Manipulation', 'Multilingualism', 'Petrification', 'Power Nullifier', 'Reality Warping Resistance', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Super Strength', 'Telekinesis', 'Telepathy', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Awakened Power', 'Cosmic Awareness', 'Electro-Magnetism Manipulation', 'Energy Armor', 'Energy Embodiment', 'Fire Resistance', 'Invulnerability', 'Radiation Immunity', 'Soul Resistance', 'Water Control', 'Accelerated Development', 'Godly Physiology', 'Leadership', 'Power Suit', 'Psionic Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Sersi (Uni-Mind)
Sersi,Sersi,Marvel Cinematic Universe,https://www.superherodb.com/sersi/10-26896/,65,20,11,25,80,70,2,2,"['Cold Resistance', 'Deconstruction', 'Heat Resistance', 'Longevity', 'Matter Manipulation', 'Molecular Manipulation', 'Stamina', 'Super Strength', 'Telekinesis', 'Telepathy', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Electro-Magnetism Manipulation', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Immortality', 'Inorganic Physiology', 'Metal Manipulation', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Soul Resistance', 'Water Control', 'Biokinesis', 'Multilingualism', 'Petrification', 'Power Nullifier', 'Reality Warping Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Mcu Superheroes', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Sersi
Xu Shang-Chi,Shang-Chi,Marvel Cinematic Universe,https://www.superherodb.com/shang-chi/10-23558/,65,30,25,20,50,90,2,,"['Acrobatics', 'Agility', 'Durability', 'Endurance', 'Intelligence', 'Marksmanship', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Dexterity', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Force Fields', 'Homing Attack', 'Illumination', 'Indomitable Will', 'Jump', 'Shockwaves Generation', 'Stealth', 'Telekinesis', 'Weapon Summoning', 'Weapon-based Powers', 'Weapons Master', 'Wind Control', 'Cold Resistance', 'Electrokinesis', 'Heat Generation', 'Immortality', 'Latent Abilities', 'Master Tactician', 'Non-Physical Interaction', 'Summoning', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Shang-Chi', 'Mcu Superheroes', 'Ahasan', 'Aleazlllll', 'Rotemeg', 'amaltaas', 'All Users']",Shang-Chi
