Heroe 1,Heroe 2
Black Adam,Ghost Rider
Black Adam,Giant-Man
Black Adam,Gilgamesh
Black Adam,Gorr The God Butcher
Black Adam,Gravik
Black Adam,Groot
Black Adam,Hawkeye
Black Adam,Hawkeye
Black Adam,Heimdall
Black Adam,Hela
Black Adam,High Evolutionary
Black Adam,Hulk (Stark Gauntlet)
Black Adam,Hulk
Black Adam,Ikaris
Black Adam,Iron Fist
Black Adam,Iron Man
Black Adam,Iron Man (Mk 1)
Black Adam,Iron Man (Stark Gauntlet)
Black Adam,Iron Man (Hulkbuster)
Black Adam,Iron Monger
Black Adam,Iron Spider
Black Adam,Ironheart
Black Adam,Jemiah The Analyzer
Black Adam,Jessica Jones
Black Adam,Kaecilius
Black Adam,Kang the Conqueror
Black Adam,Killian
Black Adam,Killmonger
Black Adam,Kingo
Black Adam,Kingpin
Black Adam,Korath The Pursuer
Black Adam,Korg
Black Adam,Kro
Black Adam,Kurse
Black Adam,Kid Loki
Black Adam,Lady Loki
Black Adam,Leo Fitz
Black Adam,Leviathan
Black Adam,Loki
Black Adam,Loki (Mind Stone)
Black Adam,Loki (Keeper Of The Multiverse)
Black Adam,Loki (Variant L1130)
Black Adam,Loki (King of Asgard)
Black Adam,Luke Cage
Black Adam,M'baku
Black Adam,Makkari
Black Adam,Malekith (Reality Stone)
Black Adam,Malekith
Black Adam,Mandarin
Black Adam,Mantis
Black Adam,Mighty Thor
Black Adam,MODOK
Black Adam,Moon Knight
Black Adam,Mr. Fantastic (Earth 838)
Black Adam,Mr. Knight
Black Adam,Ms. America
Black Adam,Ms. Marvel
Black Adam,Mysterio
Black Adam,Namor
Black Adam,Nebula
Black Adam,Nick Fury
Black Adam,Nomad
Black Adam,Odin
Black Adam,Okoye
Black Adam,Outrider
Black Adam,Pepper Potts (Extremis)
Black Adam,Phastos
Black Adam,Photon
Black Adam,Proxima Midnight
Black Adam,Quake
Black Adam,Quicksilver
Black Adam,Red Guardian
Black Adam,Red Skull (Stonekeeper)
Black Adam,Red Skull
Black Adam,Rescue
Black Adam,Rocket Raccoon
Black Adam,Ronan The Accuser (Power Stone)
Black Adam,Ronan The Accuser
Black Adam,Ronin
Black Adam,Scarlet Witch
Black Adam,Sersi (uni-mind)
Black Adam,Sersi
Black Adam,Shang-Chi
Black Adam,She-Hulk
Black Adam,Shuri
Black Adam,Sif
Black Adam,Sinister Strange
Black Adam,Smart Hulk
Black Adam,Spectral Vision
Black Adam,Spider-Man
Black Adam,Star-Lord (Celestial Power)
Black Adam,Star-Lord
Black Adam,Stature
Black Adam,Surtur
Black Adam,Swole Groot
Black Adam,Talos The Untamed
Black Adam,Taskmaster
Black Adam,Teenage Groot
Black Adam,Thanos
Black Adam,Thanos (Infinity Gauntlet)
Black Adam,The Collector
Black Adam,The Executioner
Black Adam,The Grandmaster
Black Adam,The Great Protector
Black Adam,The Punisher
Black Adam,Thena
Black Adam,Thor (Pre-Ragnarok)
Black Adam,Thor (Awakened)
Black Adam,Thor
Black Adam,Ultron
Black Adam,Unworthy Thor
Black Adam,Valkyrie
Black Adam,Vision
Black Adam,Volstagg
Black Adam,Vulture
Black Adam,Wanda Maximoff (Pre-WandaVision)
Black Adam,War Machine
Black Adam,Warlock
Black Adam,Wasp
Black Adam,Whiplash
Black Adam,Whiplash (Mark II)
Black Adam,White Wolf
Black Adam,Winter Soldier
Black Adam,Wolverine
Black Adam,Wong
Black Adam,YellowJacket
Black Adam,Yondu
Black Adam,Zeus
Black Canary,Black Manta
Black Canary,Black Mask
Black Canary,Bloodsport
Black Canary,Captain Boomerang
Black Canary,Cassandra Cain
Black Canary,Cheetah
Black Canary,Cyborg
Black Canary,Cyclone
Black Canary,Dark Flash
Black Canary,Darkseid
Black Canary,Deadshot
Black Canary,Doctor Fate
Black Canary,Doctor Sivana
Black Canary,Doomsday
Black Canary,El Diablo
Black Canary,Enchantress
Black Canary,Envy
Black Canary,Faora
Black Canary,Freddy Freeman
Black Canary,General Zod
Black Canary,Gluttony
Black Canary,Green Lantern
Black Canary,Harley Quinn
Black Canary,Hawkman
Black Canary,Hespera
Black Canary,Huntress
Black Canary,Incubus
Black Canary,Joker
Black Canary,Jor-El
Black Canary,Judomaster
Black Canary,Karathen
Black Canary,Katana
Black Canary,Killer Croc
Black Canary,King Nereus
Black Canary,King Shark
Black Canary,Lex Luthor
Black Canary,Lust
Black Canary,Mera
Black Canary,Mister Zsasz
Black Canary,Nam-Ek
Black Canary,Nuidis Vulko
Black Canary,Ocean Master
Black Canary,Parademon
Black Canary,Peacemaker
Black Canary,Penthesileia
Black Canary,Philippus
Black Canary,Polka-Dot Man
Black Canary,Queen Atlanna
Black Canary,Queen Hippolyta
Black Canary,Ratcatcher
Black Canary,Rick Flag
Black Canary,Sabbac
Black Canary,Savant
Black Canary,Shazam
Black Canary,Slipknot
Black Canary,Sol Soria
Black Canary,Starro
Black Canary,Steppenwolf
Black Canary,Supergirl
Black Canary,Superman
Black Canary,T.D.K.
Black Canary,The Flash
Black Canary,Vigilante
Black Canary,White Dragon
Black Canary,Wonder Woman (Armor of Asteria)
Black Canary,Wrath
Black Canary,Zeus
Black Canary,Agatha Harkness
Black Canary,Abomination
Black Canary,Ajak
Black Canary,Ancient One (time stone)
Black Canary,Ancient One
Black Canary,Ant-Man
Black Canary,Arishem The Judge
Black Canary,Ayo
Black Canary,Baby Groot
Black Canary,Baron Mordo
Black Canary,Baron Zemo
Black Canary,Black Bolt (Earth 838)
Black Canary,Black Bolt
Black Canary,Black Panther
Black Canary,Black Panther
Black Canary,Black Widow
Black Canary,Black Widow
Black Canary,Bucky Barnes
Black Canary,Bullseye
Black Canary,Captain America
Black Canary,Captain America (Worthy)
Black Canary,Captain Carter (Earth 838)
Black Canary,Captain Marvel
Black Canary,Chitauri Footsoldier
Black Canary,Corvus Glaive
Black Canary,Crossbones
Black Canary,Cull Obsidian
Black Canary,Dar-Benn
Black Canary,Daredevil
Black Canary,Deathlok
Black Canary,Destroyer
Black Canary,Doctor Strange
Black Canary,Dormammu
Black Canary,Drax The Destroyer
Black Canary,Ebony Maw
Black Canary,Echo
Black Canary,Ego
Black Canary,Elektra
Black Canary,Eternity
Black Canary,Falcon
Black Canary,Fandral
Black Canary,Fat Thor
Black Canary,Fenris
Black Canary,Frigga
Black Canary,G'iah
Black Canary,Gamora
Black Canary,Gargantos
Black Canary,Ghost
Black Canary,Ghost Rider
Black Canary,Giant-Man
Black Canary,Gilgamesh
Black Canary,Gorr The God Butcher
Black Canary,Gravik
Black Canary,Groot
Black Canary,Hawkeye
Black Canary,Hawkeye
Black Canary,Heimdall
Black Canary,Hela
Black Canary,High Evolutionary
Black Canary,Hulk (Stark Gauntlet)
Black Canary,Hulk
Black Canary,Ikaris
Black Canary,Iron Fist
Black Canary,Iron Man
Black Canary,Iron Man (Mk 1)
Black Canary,Iron Man (Stark Gauntlet)
Black Canary,Iron Man (Hulkbuster)
Black Canary,Iron Monger
Black Canary,Iron Spider
Black Canary,Ironheart
Black Canary,Jemiah The Analyzer
Black Canary,Jessica Jones
Black Canary,Kaecilius
Black Canary,Kang the Conqueror
Black Canary,Killian
Black Canary,Killmonger
Black Canary,Kingo
Black Canary,Kingpin
Black Canary,Korath The Pursuer
Black Canary,Korg
Black Canary,Kro
Black Canary,Kurse
Black Canary,Kid Loki
Black Canary,Lady Loki
Black Canary,Leo Fitz
Black Canary,Leviathan
Black Canary,Loki
Black Canary,Loki (Mind Stone)
Black Canary,Loki (Keeper Of The Multiverse)
Black Canary,Loki (Variant L1130)
Black Canary,Loki (King of Asgard)
Black Canary,Luke Cage
Black Canary,M'baku
Black Canary,Makkari
Black Canary,Malekith (Reality Stone)
Black Canary,Malekith
Black Canary,Mandarin
Black Canary,Mantis
Black Canary,Mighty Thor
Black Canary,MODOK
Black Canary,Moon Knight
Black Canary,Mr. Fantastic (Earth 838)
Black Canary,Mr. Knight
Black Canary,Ms. America
Black Canary,Ms. Marvel
Black Canary,Mysterio
Black Canary,Namor
Black Canary,Nebula
Black Canary,Nick Fury
Black Canary,Nomad
Black Canary,Odin
Black Canary,Okoye
Black Canary,Outrider
Black Canary,Pepper Potts (Extremis)
Black Canary,Phastos
Black Canary,Photon
Black Canary,Proxima Midnight
Black Canary,Quake
Black Canary,Quicksilver
Black Canary,Red Guardian
Black Canary,Red Skull (Stonekeeper)
Black Canary,Red Skull
Black Canary,Rescue
Black Canary,Rocket Raccoon
Black Canary,Ronan The Accuser (Power Stone)
Black Canary,Ronan The Accuser
Black Canary,Ronin
Black Canary,Scarlet Witch
Black Canary,Sersi (uni-mind)
Black Canary,Sersi
Black Canary,Shang-Chi
Black Canary,She-Hulk
Black Canary,Shuri
Black Canary,Sif
Black Canary,Sinister Strange
Black Canary,Smart Hulk
Black Canary,Spectral Vision
Black Canary,Spider-Man
Black Canary,Star-Lord (Celestial Power)
Black Canary,Star-Lord
Black Canary,Stature
Black Canary,Surtur
Black Canary,Swole Groot
Black Canary,Talos The Untamed
Black Canary,Taskmaster
Black Canary,Teenage Groot
Black Canary,Thanos
Black Canary,Thanos (Infinity Gauntlet)
Black Canary,The Collector
Black Canary,The Executioner
Black Canary,The Grandmaster
Black Canary,The Great Protector
Black Canary,The Punisher
Black Canary,Thena
Black Canary,Thor (Pre-Ragnarok)
Black Canary,Thor (Awakened)
Black Canary,Thor
Black Canary,Ultron
Black Canary,Unworthy Thor
Black Canary,Valkyrie
Black Canary,Vision
Black Canary,Volstagg
Black Canary,Vulture
Black Canary,Wanda Maximoff (Pre-WandaVision)
Black Canary,War Machine
Black Canary,Warlock
Black Canary,Wasp
Black Canary,Whiplash
Black Canary,Whiplash (Mark II)
Black Canary,White Wolf
Black Canary,Winter Soldier
Black Canary,Wolverine
Black Canary,Wong
Black Canary,YellowJacket
Black Canary,Yondu
Black Canary,Zeus
Black Manta,Black Mask
Black Manta,Bloodsport
Black Manta,Captain Boomerang
Black Manta,Cassandra Cain
Black Manta,Cheetah
Black Manta,Cyborg
Black Manta,Cyclone
Black Manta,Dark Flash
Black Manta,Darkseid
Black Manta,Deadshot
Black Manta,Doctor Fate
Black Manta,Doctor Sivana
Black Manta,Doomsday
Black Manta,El Diablo
Black Manta,Enchantress
Black Manta,Envy
Black Manta,Faora
Black Manta,Freddy Freeman
Black Manta,General Zod
Black Manta,Gluttony
Black Manta,Green Lantern
Black Manta,Harley Quinn
Black Manta,Hawkman
Black Manta,Hespera
Black Manta,Huntress
Black Manta,Incubus
Black Manta,Joker
Black Manta,Jor-El
Black Manta,Judomaster
Black Manta,Karathen
Black Manta,Katana
Black Manta,Killer Croc
Black Manta,King Nereus
Black Manta,King Shark
Black Manta,Lex Luthor
Black Manta,Lust
Black Manta,Mera
Black Manta,Mister Zsasz
Black Manta,Nam-Ek
Black Manta,Nuidis Vulko
Black Manta,Ocean Master
Black Manta,Parademon
Black Manta,Peacemaker
Black Manta,Penthesileia
Black Manta,Philippus
Black Manta,Polka-Dot Man
Black Manta,Queen Atlanna
Black Manta,Queen Hippolyta
Black Manta,Ratcatcher
Black Manta,Rick Flag
Black Manta,Sabbac
Black Manta,Savant
Black Manta,Shazam
Black Manta,Slipknot
Black Manta,Sol Soria
Black Manta,Starro
Black Manta,Steppenwolf
Black Manta,Supergirl
Black Manta,Superman
Black Manta,T.D.K.
Black Manta,The Flash
Black Manta,Vigilante
Black Manta,White Dragon
Black Manta,Wonder Woman (Armor of Asteria)
Black Manta,Wrath
Black Manta,Zeus
Black Manta,Agatha Harkness
Black Manta,Abomination
Black Manta,Ajak
Black Manta,Ancient One (time stone)
Black Manta,Ancient One
Black Manta,Ant-Man
Black Manta,Arishem The Judge
Black Manta,Ayo
Black Manta,Baby Groot
Black Manta,Baron Mordo
Black Manta,Baron Zemo
Black Manta,Black Bolt (Earth 838)
Black Manta,Black Bolt
Black Manta,Black Panther
Black Manta,Black Panther
Black Manta,Black Widow
Black Manta,Black Widow
Black Manta,Bucky Barnes
Black Manta,Bullseye
Black Manta,Captain America
Black Manta,Captain America (Worthy)
Black Manta,Captain Carter (Earth 838)
Black Manta,Captain Marvel
Black Manta,Chitauri Footsoldier
Black Manta,Corvus Glaive
Black Manta,Crossbones
Black Manta,Cull Obsidian
Black Manta,Dar-Benn
Black Manta,Daredevil
Black Manta,Deathlok
Black Manta,Destroyer
Black Manta,Doctor Strange
Black Manta,Dormammu
Black Manta,Drax The Destroyer
Black Manta,Ebony Maw
Black Manta,Echo
Black Manta,Ego
Black Manta,Elektra
Black Manta,Eternity
Black Manta,Falcon
Black Manta,Fandral
Black Manta,Fat Thor
Black Manta,Fenris
Black Manta,Frigga
Black Manta,G'iah
Black Manta,Gamora
Black Manta,Gargantos
Black Manta,Ghost
Black Manta,Ghost Rider
Black Manta,Giant-Man
Black Manta,Gilgamesh
Black Manta,Gorr The God Butcher
Black Manta,Gravik
Black Manta,Groot
Black Manta,Hawkeye
Black Manta,Hawkeye
Black Manta,Heimdall
Black Manta,Hela
Black Manta,High Evolutionary
Black Manta,Hulk (Stark Gauntlet)
Black Manta,Hulk
Black Manta,Ikaris
Black Manta,Iron Fist
Black Manta,Iron Man
Black Manta,Iron Man (Mk 1)
Black Manta,Iron Man (Stark Gauntlet)
Black Manta,Iron Man (Hulkbuster)
Black Manta,Iron Monger
Black Manta,Iron Spider
Black Manta,Ironheart
Black Manta,Jemiah The Analyzer
Black Manta,Jessica Jones
Black Manta,Kaecilius
Black Manta,Kang the Conqueror
Black Manta,Killian
Black Manta,Killmonger
Black Manta,Kingo
Black Manta,Kingpin
Black Manta,Korath The Pursuer
Black Manta,Korg
Black Manta,Kro
Black Manta,Kurse
Black Manta,Kid Loki
Black Manta,Lady Loki
Black Manta,Leo Fitz
Black Manta,Leviathan
Black Manta,Loki
Black Manta,Loki (Mind Stone)
Black Manta,Loki (Keeper Of The Multiverse)
Black Manta,Loki (Variant L1130)
Black Manta,Loki (King of Asgard)
Black Manta,Luke Cage
Black Manta,M'baku
Black Manta,Makkari
Black Manta,Malekith (Reality Stone)
Black Manta,Malekith
Black Manta,Mandarin
Black Manta,Mantis
Black Manta,Mighty Thor
Black Manta,MODOK
Black Manta,Moon Knight
Black Manta,Mr. Fantastic (Earth 838)
Black Manta,Mr. Knight
Black Manta,Ms. America
Black Manta,Ms. Marvel
Black Manta,Mysterio
Black Manta,Namor
Black Manta,Nebula
Black Manta,Nick Fury
Black Manta,Nomad
Black Manta,Odin
Black Manta,Okoye
Black Manta,Outrider
Black Manta,Pepper Potts (Extremis)
Black Manta,Phastos
Black Manta,Photon
Black Manta,Proxima Midnight
Black Manta,Quake
Black Manta,Quicksilver
Black Manta,Red Guardian
Black Manta,Red Skull (Stonekeeper)
Black Manta,Red Skull
Black Manta,Rescue
Black Manta,Rocket Raccoon
Black Manta,Ronan The Accuser (Power Stone)
Black Manta,Ronan The Accuser
Black Manta,Ronin
Black Manta,Scarlet Witch
Black Manta,Sersi (uni-mind)
Black Manta,Sersi
Black Manta,Shang-Chi
Black Manta,She-Hulk
Black Manta,Shuri
Black Manta,Sif
Black Manta,Sinister Strange
Black Manta,Smart Hulk
Black Manta,Spectral Vision
Black Manta,Spider-Man
Black Manta,Star-Lord (Celestial Power)
Black Manta,Star-Lord
Black Manta,Stature
Black Manta,Surtur
Black Manta,Swole Groot
Black Manta,Talos The Untamed
Black Manta,Taskmaster
Black Manta,Teenage Groot
Black Manta,Thanos
Black Manta,Thanos (Infinity Gauntlet)
Black Manta,The Collector
Black Manta,The Executioner
Black Manta,The Grandmaster
Black Manta,The Great Protector
Black Manta,The Punisher
Black Manta,Thena
Black Manta,Thor (Pre-Ragnarok)
Black Manta,Thor (Awakened)
Black Manta,Thor
Black Manta,Ultron
Black Manta,Unworthy Thor
Black Manta,Valkyrie
Black Manta,Vision
Black Manta,Volstagg
Black Manta,Vulture
Black Manta,Wanda Maximoff (Pre-WandaVision)
Black Manta,War Machine
Black Manta,Warlock
Black Manta,Wasp
Black Manta,Whiplash
Black Manta,Whiplash (Mark II)
Black Manta,White Wolf
Black Manta,Winter Soldier
Black Manta,Wolverine
Black Manta,Wong
Black Manta,YellowJacket
Black Manta,Yondu
Black Manta,Zeus
Black Mask,Bloodsport
Black Mask,Captain Boomerang
Black Mask,Cassandra Cain
Black Mask,Cheetah
Black Mask,Cyborg
Black Mask,Cyclone
Black Mask,Dark Flash
Black Mask,Darkseid
Black Mask,Deadshot
Black Mask,Doctor Fate
Black Mask,Doctor Sivana
Black Mask,Doomsday
Black Mask,El Diablo
Black Mask,Enchantress
Black Mask,Envy
Black Mask,Faora
Black Mask,Freddy Freeman
Black Mask,General Zod
Black Mask,Gluttony
Black Mask,Green Lantern
Black Mask,Harley Quinn
Black Mask,Hawkman
Black Mask,Hespera
Black Mask,Huntress
Black Mask,Incubus
Black Mask,Joker
Black Mask,Jor-El
Black Mask,Judomaster
Black Mask,Karathen
Black Mask,Katana
Black Mask,Killer Croc
Black Mask,King Nereus
Black Mask,King Shark
Black Mask,Lex Luthor
Black Mask,Lust
Black Mask,Mera
Black Mask,Mister Zsasz
Black Mask,Nam-Ek
Black Mask,Nuidis Vulko
Black Mask,Ocean Master
Black Mask,Parademon
Black Mask,Peacemaker
Black Mask,Penthesileia
Black Mask,Philippus
Black Mask,Polka-Dot Man
Black Mask,Queen Atlanna
Black Mask,Queen Hippolyta
Black Mask,Ratcatcher
Black Mask,Rick Flag
Black Mask,Sabbac
Black Mask,Savant
Black Mask,Shazam
Black Mask,Slipknot
Black Mask,Sol Soria
Black Mask,Starro
Black Mask,Steppenwolf
Black Mask,Supergirl
Black Mask,Superman
Black Mask,T.D.K.
Black Mask,The Flash
Black Mask,Vigilante
Black Mask,White Dragon
Black Mask,Wonder Woman (Armor of Asteria)
Black Mask,Wrath
Black Mask,Zeus
Black Mask,Agatha Harkness
Black Mask,Abomination
Black Mask,Ajak
Black Mask,Ancient One (time stone)
Black Mask,Ancient One
Black Mask,Ant-Man
Black Mask,Arishem The Judge
Black Mask,Ayo
Black Mask,Baby Groot
Black Mask,Baron Mordo
Black Mask,Baron Zemo
Black Mask,Black Bolt (Earth 838)
Black Mask,Black Bolt
Black Mask,Black Panther
Black Mask,Black Panther
Black Mask,Black Widow
Black Mask,Black Widow
Black Mask,Bucky Barnes
Black Mask,Bullseye
Black Mask,Captain America
Black Mask,Captain America (Worthy)
Black Mask,Captain Carter (Earth 838)
Black Mask,Captain Marvel
Black Mask,Chitauri Footsoldier
Black Mask,Corvus Glaive
Black Mask,Crossbones
Black Mask,Cull Obsidian
Black Mask,Dar-Benn
Black Mask,Daredevil
Black Mask,Deathlok
Black Mask,Destroyer
Black Mask,Doctor Strange
Black Mask,Dormammu
Black Mask,Drax The Destroyer
Black Mask,Ebony Maw
Black Mask,Echo
Black Mask,Ego
Black Mask,Elektra
Black Mask,Eternity
Black Mask,Falcon
Black Mask,Fandral
Black Mask,Fat Thor
Black Mask,Fenris
Black Mask,Frigga
Black Mask,G'iah
Black Mask,Gamora
Black Mask,Gargantos
Black Mask,Ghost
Black Mask,Ghost Rider
Black Mask,Giant-Man
Black Mask,Gilgamesh
Black Mask,Gorr The God Butcher
Black Mask,Gravik
Black Mask,Groot
Black Mask,Hawkeye
Black Mask,Hawkeye
Black Mask,Heimdall
Black Mask,Hela
Black Mask,High Evolutionary
Black Mask,Hulk (Stark Gauntlet)
Black Mask,Hulk
Black Mask,Ikaris
Black Mask,Iron Fist
Black Mask,Iron Man
Black Mask,Iron Man (Mk 1)
Black Mask,Iron Man (Stark Gauntlet)
Black Mask,Iron Man (Hulkbuster)
Black Mask,Iron Monger
Black Mask,Iron Spider
Black Mask,Ironheart
Black Mask,Jemiah The Analyzer
Black Mask,Jessica Jones
Black Mask,Kaecilius
Black Mask,Kang the Conqueror
Black Mask,Killian
Black Mask,Killmonger
Black Mask,Kingo
Black Mask,Kingpin
Black Mask,Korath The Pursuer
Black Mask,Korg
Black Mask,Kro
Black Mask,Kurse
Black Mask,Kid Loki
Black Mask,Lady Loki
Black Mask,Leo Fitz
Black Mask,Leviathan
Black Mask,Loki
Black Mask,Loki (Mind Stone)
Black Mask,Loki (Keeper Of The Multiverse)
Black Mask,Loki (Variant L1130)
Black Mask,Loki (King of Asgard)
Black Mask,Luke Cage
Black Mask,M'baku
Black Mask,Makkari
Black Mask,Malekith (Reality Stone)
Black Mask,Malekith
Black Mask,Mandarin
Black Mask,Mantis
Black Mask,Mighty Thor
Black Mask,MODOK
Black Mask,Moon Knight
Black Mask,Mr. Fantastic (Earth 838)
Black Mask,Mr. Knight
Black Mask,Ms. America
Black Mask,Ms. Marvel
Black Mask,Mysterio
Black Mask,Namor
Black Mask,Nebula
Black Mask,Nick Fury
Black Mask,Nomad
Black Mask,Odin
Black Mask,Okoye
Black Mask,Outrider
Black Mask,Pepper Potts (Extremis)
Black Mask,Phastos
Black Mask,Photon
Black Mask,Proxima Midnight
Black Mask,Quake
Black Mask,Quicksilver
Black Mask,Red Guardian
Black Mask,Red Skull (Stonekeeper)
Black Mask,Red Skull
Black Mask,Rescue
Black Mask,Rocket Raccoon
Black Mask,Ronan The Accuser (Power Stone)
Black Mask,Ronan The Accuser
Black Mask,Ronin
Black Mask,Scarlet Witch
Black Mask,Sersi (uni-mind)
Black Mask,Sersi
Black Mask,Shang-Chi
Black Mask,She-Hulk
Black Mask,Shuri
Black Mask,Sif
Black Mask,Sinister Strange
Black Mask,Smart Hulk
Black Mask,Spectral Vision
Black Mask,Spider-Man
Black Mask,Star-Lord (Celestial Power)
Black Mask,Star-Lord
Black Mask,Stature
Black Mask,Surtur
Black Mask,Swole Groot
Black Mask,Talos The Untamed
Black Mask,Taskmaster
Black Mask,Teenage Groot
Black Mask,Thanos
Black Mask,Thanos (Infinity Gauntlet)
Black Mask,The Collector
Black Mask,The Executioner
Black Mask,The Grandmaster
Black Mask,The Great Protector
Black Mask,The Punisher
Black Mask,Thena
Black Mask,Thor (Pre-Ragnarok)
Black Mask,Thor (Awakened)
Black Mask,Thor
Black Mask,Ultron
Black Mask,Unworthy Thor
Black Mask,Valkyrie
Black Mask,Vision
Black Mask,Volstagg
Black Mask,Vulture
Black Mask,Wanda Maximoff (Pre-WandaVision)
Black Mask,War Machine
Black Mask,Warlock
Black Mask,Wasp
Black Mask,Whiplash
Black Mask,Whiplash (Mark II)
Black Mask,White Wolf
Black Mask,Winter Soldier
Black Mask,Wolverine
Black Mask,Wong
Black Mask,YellowJacket
Black Mask,Yondu
Black Mask,Zeus
Bloodsport,Captain Boomerang
Bloodsport,Cassandra Cain
Bloodsport,Cheetah
Bloodsport,Cyborg
Bloodsport,Cyclone
Bloodsport,Dark Flash
Bloodsport,Darkseid
Bloodsport,Deadshot
Bloodsport,Doctor Fate
Bloodsport,Doctor Sivana
Bloodsport,Doomsday
Bloodsport,El Diablo
Bloodsport,Enchantress
Bloodsport,Envy
Bloodsport,Faora
Bloodsport,Freddy Freeman
Bloodsport,General Zod
Bloodsport,Gluttony
Bloodsport,Green Lantern
Bloodsport,Harley Quinn
Bloodsport,Hawkman
Bloodsport,Hespera
Bloodsport,Huntress
Bloodsport,Incubus
Bloodsport,Joker
Bloodsport,Jor-El
Bloodsport,Judomaster
Bloodsport,Karathen
Bloodsport,Katana
Bloodsport,Killer Croc
Bloodsport,King Nereus
Bloodsport,King Shark
Bloodsport,Lex Luthor
Bloodsport,Lust
Bloodsport,Mera
Bloodsport,Mister Zsasz
Bloodsport,Nam-Ek
Bloodsport,Nuidis Vulko
Bloodsport,Ocean Master
Bloodsport,Parademon
Bloodsport,Peacemaker
Bloodsport,Penthesileia
Bloodsport,Philippus
Bloodsport,Polka-Dot Man
Bloodsport,Queen Atlanna
Bloodsport,Queen Hippolyta
Bloodsport,Ratcatcher
Bloodsport,Rick Flag
Bloodsport,Sabbac
Bloodsport,Savant
Bloodsport,Shazam
Bloodsport,Slipknot
Bloodsport,Sol Soria
Bloodsport,Starro
Bloodsport,Steppenwolf
Bloodsport,Supergirl
Bloodsport,Superman
Bloodsport,T.D.K.
Bloodsport,The Flash
Bloodsport,Vigilante
Bloodsport,White Dragon
Bloodsport,Wonder Woman (Armor of Asteria)
Bloodsport,Wrath
Bloodsport,Zeus
Bloodsport,Agatha Harkness
Bloodsport,Abomination
Bloodsport,Ajak
Bloodsport,Ancient One (time stone)
Bloodsport,Ancient One
Bloodsport,Ant-Man
Bloodsport,Arishem The Judge
Bloodsport,Ayo
Bloodsport,Baby Groot
Bloodsport,Baron Mordo
Bloodsport,Baron Zemo
Bloodsport,Black Bolt (Earth 838)
Bloodsport,Black Bolt
Bloodsport,Black Panther
Bloodsport,Black Panther
Bloodsport,Black Widow
Bloodsport,Black Widow
Bloodsport,Bucky Barnes
Bloodsport,Bullseye
Bloodsport,Captain America
Bloodsport,Captain America (Worthy)
Bloodsport,Captain Carter (Earth 838)
Bloodsport,Captain Marvel
Bloodsport,Chitauri Footsoldier
Bloodsport,Corvus Glaive
Bloodsport,Crossbones
Bloodsport,Cull Obsidian
Bloodsport,Dar-Benn
Bloodsport,Daredevil
Bloodsport,Deathlok
Bloodsport,Destroyer
Bloodsport,Doctor Strange
Bloodsport,Dormammu
Bloodsport,Drax The Destroyer
Bloodsport,Ebony Maw
Bloodsport,Echo
Bloodsport,Ego
Bloodsport,Elektra
Bloodsport,Eternity
Bloodsport,Falcon
Bloodsport,Fandral
Bloodsport,Fat Thor
Bloodsport,Fenris
Bloodsport,Frigga
Bloodsport,G'iah
Bloodsport,Gamora
Bloodsport,Gargantos
Bloodsport,Ghost
Bloodsport,Ghost Rider
Bloodsport,Giant-Man
Bloodsport,Gilgamesh
Bloodsport,Gorr The God Butcher
Bloodsport,Gravik
Bloodsport,Groot
Bloodsport,Hawkeye
Bloodsport,Hawkeye
Bloodsport,Heimdall
Bloodsport,Hela
Bloodsport,High Evolutionary
Bloodsport,Hulk (Stark Gauntlet)
Bloodsport,Hulk
Bloodsport,Ikaris
Bloodsport,Iron Fist
Bloodsport,Iron Man
Bloodsport,Iron Man (Mk 1)
Bloodsport,Iron Man (Stark Gauntlet)
