Heroe 1,Heroe 2,Ganador
Batman,Thanos (Infinity Gauntlet),1
Batman,The Collector,2
Batman,The Executioner,2
Batman,The Grandmaster,1
Batman,The Great Protector,1
Batman,The Punisher,2
Batman,Thena,2
Batman,Thor (Pre-Ragnarok),2
Batman,Thor (Awakened),1
Batman,Thor,2
Batman,Ultron,1
Batman,Unworthy Thor,2
Batman,Valkyrie,2
Batman,Vision,2
Batman,Vulture,2
Batman,Wanda Maximoff (Pre-WandaVision),1
Batman,War Machine,2
Batman,Warlock,2
Batman,Wasp,2
Batman,Whiplash,2
Batman,Whiplash (Mark II),2
Batman,White Wolf,1
Batman,Winter Soldier,2
Batman,Wolverine,1
Batman,Wong,1
Batman,YellowJacket,1
Batman,Yondu,1
Batman,Zeus,2
Black Adam,Black Canary,2
Black Adam,Black Manta,2
Black Adam,Black Mask,2
Black Adam,Bloodsport,1
Black Adam,Captain Boomerang,1
Black Adam,Cassandra Cain,1
Black Adam,Cheetah,1
Black Adam,Cyborg,2
Black Adam,Cyclone,1
Black Adam,Dark Flash,1
Black Adam,Darkseid,2
Black Adam,Deadshot,2
Black Adam,Doctor Fate,1
Black Adam,Doctor Sivana,1
Black Adam,Doomsday,2
Black Adam,El Diablo,1
Black Adam,Enchantress,2
Black Adam,Envy,1
Black Adam,Faora,1
Black Adam,Freddy Freeman,1
Black Adam,General Zod,2
Black Adam,Gluttony,2
Black Adam,Green Lantern,2
Black Adam,Harley Quinn,2
Black Adam,Hawkman,2
Black Adam,Hespera,2
Black Adam,Huntress,2
Black Adam,Incubus,1
Black Adam,Joker,2
Black Adam,Jor-El,1
Black Adam,Judomaster,2
Black Adam,Karathen,2
Black Adam,Katana,2
Black Adam,Killer Croc,2
Black Adam,King Nereus,2
Black Adam,King Shark,1
Black Adam,Lex Luthor,2
Black Adam,Lust,1
Black Adam,Mera,2
Black Adam,Mister Zsasz,2
Black Adam,Nam-Ek,2
Black Adam,Nuidis Vulko,1
Black Adam,Ocean Master,1
Black Adam,Parademon,2
Black Adam,Peacemaker,2
Black Adam,Penthesileia,1
Black Adam,Philippus,2
Black Adam,Polka-Dot Man,2
Black Adam,Queen Atlanna,2
Black Adam,Queen Hippolyta,1
Black Adam,Ratcatcher,1
Black Adam,Rick Flag,1
Black Adam,Sabbac,1
Black Adam,Savant,2
Black Adam,Shazam,2
Black Adam,Slipknot,2
Black Adam,Sol Soria,1
Black Adam,Starro,2
Black Adam,Steppenwolf,1
Black Adam,Supergirl,2
Black Adam,Superman,1
Black Adam,T.D.K.,2
Black Adam,The Flash,2
Black Adam,Vigilante,2
Black Adam,White Dragon,1
Black Adam,Wonder Woman (Armor of Asteria),1
Black Adam,Wrath,1
Black Adam,Zeus,2
Black Adam,Agatha Harkness,2
Black Adam,Abomination,2
Black Adam,Ajak,1
Black Adam,Ancient One (time stone),2
Black Adam,Ancient One,2
Black Adam,Ant-Man,1
Black Adam,Arishem The Judge,2
Black Adam,Ayo,1
Black Adam,Baby Groot,1
Black Adam,Baron Mordo,2
Black Adam,Baron Zemo,2
Black Adam,Black Bolt (Earth 838),2
Black Adam,Black Bolt,2
Black Adam,Black Panther,1
Black Adam,Black Panther,1
Black Adam,Black Widow,2
Black Adam,Black Widow,1
Black Adam,Bucky Barnes,1
Black Adam,Bullseye,1
Black Adam,Captain America,1
Black Adam,Captain America (Worthy),1
Black Adam,Captain Carter (Earth 838),2
Black Adam,Captain Marvel,1
Black Adam,Chitauri Footsoldier,1
Black Adam,Corvus Glaive,2
Black Adam,Crossbones,1
Black Adam,Cull Obsidian,1
Black Adam,Dar-Benn,2
Black Adam,Daredevil,2
Black Adam,Deathlok,1
Black Adam,Destroyer,2
Black Adam,Doctor Strange,1
Black Adam,Dormammu,1
Black Adam,Drax The Destroyer,2
Black Adam,Ebony Maw,2
Black Adam,Echo,1
Black Adam,Ego,2
Black Adam,Elektra,1
Black Adam,Eternity,1
Black Adam,Falcon,1
Black Adam,Fandral,1
Black Adam,Fat Thor,1
Black Adam,Fenris,2
Black Adam,Frigga,1
Black Adam,G'iah,1
Black Adam,Gamora,1
Black Adam,Gargantos,1
Black Adam,Ghost,2
Black Adam,Ghost Rider,2
Black Adam,Giant-Man,1
Black Adam,Gilgamesh,1
Black Adam,Gorr The God Butcher,1
Black Adam,Gravik,2
Black Adam,Groot,2
Black Adam,Hawkeye,2
Black Adam,Hawkeye,2
Black Adam,Heimdall,2
Black Adam,Hela,2
Black Adam,High Evolutionary,2
Black Adam,Hulk (Stark Gauntlet),1
Black Adam,Hulk,2
Black Adam,Ikaris,2
Black Adam,Iron Fist,1
Black Adam,Iron Man,1
Black Adam,Iron Man (Mk 1),1
Black Adam,Iron Man (Stark Gauntlet),2
Black Adam,Iron Man (Hulkbuster),2
Black Adam,Iron Monger,2
Black Adam,Iron Spider,1
Black Adam,Ironheart,1
Black Adam,Jemiah The Analyzer,2
Black Adam,Jessica Jones,2
Black Adam,Kaecilius,1
Black Adam,Kang the Conqueror,1
Black Adam,Killian,1
Black Adam,Killmonger,2
Black Adam,Kingo,2
Black Adam,Kingpin,1
Black Adam,Korath The Pursuer,1
Black Adam,Korg,1
Black Adam,Kro,1
Black Adam,Kurse,2
Black Adam,Kid Loki,1
Black Adam,Lady Loki,1
Black Adam,Leo Fitz,2
Black Adam,Leviathan,1
Black Adam,Loki,2
Black Adam,Loki (Mind Stone),1
Black Adam,Loki (Keeper Of The Multiverse),1
Black Adam,Loki (Variant L1130),1
Black Adam,Loki (King of Asgard),2
Black Adam,Luke Cage,2
Black Adam,M'baku,2
Black Adam,Makkari,2
Black Adam,Malekith (Reality Stone),2
Black Adam,Malekith,1
Black Adam,Mandarin,2
Black Adam,Mantis,2
Black Adam,Mighty Thor,1
Black Adam,MODOK,2
Black Adam,Moon Knight,2
Black Adam,Mr. Fantastic (Earth 838),1
Black Adam,Mr. Knight,2
Black Adam,Ms. America,1
Black Adam,Ms. Marvel,2
Black Adam,Mysterio,2
Black Adam,Namor,1
Black Adam,Nebula,2
Black Adam,Nick Fury,2
Black Adam,Nomad,2
Black Adam,Odin,2
Black Adam,Okoye,1
Black Adam,Outrider,1
Black Adam,Pepper Potts (Extremis),1
Black Adam,Phastos,1
Black Adam,Photon,1
Black Adam,Proxima Midnight,2
Black Adam,Quake,2
Black Adam,Quicksilver,2
Black Adam,Red Guardian,1
Black Adam,Red Skull (Stonekeeper),2
Black Adam,Red Skull,2
Black Adam,Rescue,1
Black Adam,Rocket Raccoon,1
Black Adam,Ronan The Accuser (Power Stone),2
Black Adam,Ronan The Accuser,1
Black Adam,Ronin,2
Black Adam,Scarlet Witch,2
Black Adam,Sersi (uni-mind),2
Black Adam,Sersi,2
Black Adam,Shang-Chi,1
Black Adam,She-Hulk,1
Black Adam,Shuri,2
Black Adam,Sif,2
Black Adam,Sinister Strange,1
Black Adam,Smart Hulk,1
Black Adam,Spectral Vision,2
Black Adam,Spider-Man,2
Black Adam,Star-Lord (Celestial Power),2
Black Adam,Star-Lord,2
Black Adam,Stature,1
Black Adam,Surtur,1
Black Adam,Swole Groot,1
Black Adam,Talos The Untamed,2
Black Adam,Taskmaster,2
Black Adam,Teenage Groot,2
Black Adam,Thanos,2
Black Adam,Thanos (Infinity Gauntlet),2
Black Adam,The Collector,2
Black Adam,The Executioner,1
Black Adam,The Grandmaster,2
Black Adam,The Great Protector,1
Black Adam,The Punisher,2
Black Adam,Thena,1
Black Adam,Thor (Pre-Ragnarok),2
Black Adam,Thor (Awakened),2
Black Adam,Thor,2
Black Adam,Ultron,1
Black Adam,Unworthy Thor,1
Black Adam,Valkyrie,2
Black Adam,Vision,2
Black Adam,Vulture,1
Black Adam,Wanda Maximoff (Pre-WandaVision),1
Black Adam,War Machine,2
Black Adam,Warlock,2
Black Adam,Wasp,1
Black Adam,Whiplash,2
Black Adam,Whiplash (Mark II),1
Black Adam,White Wolf,2
Black Adam,Winter Soldier,2
Black Adam,Wolverine,1
Black Adam,Wong,2
Black Adam,YellowJacket,1
Black Adam,Yondu,2
Black Adam,Zeus,1
Black Canary,Black Manta,2
Black Canary,Black Mask,1
Black Canary,Bloodsport,2
Black Canary,Captain Boomerang,2
Black Canary,Cassandra Cain,2
Black Canary,Cheetah,2
Black Canary,Cyborg,1
Black Canary,Cyclone,1
Black Canary,Dark Flash,2
Black Canary,Darkseid,1
Black Canary,Deadshot,1
Black Canary,Doctor Fate,2
Black Canary,Doctor Sivana,1
Black Canary,Doomsday,2
Black Canary,El Diablo,1
Black Canary,Enchantress,2
Black Canary,Envy,2
Black Canary,Faora,1
Black Canary,Freddy Freeman,2
Black Canary,General Zod,2
Black Canary,Gluttony,2
Black Canary,Green Lantern,2
Black Canary,Harley Quinn,2
Black Canary,Hawkman,2
Black Canary,Hespera,2
Black Canary,Huntress,2
Black Canary,Incubus,1
Black Canary,Joker,2
Black Canary,Jor-El,1
Black Canary,Judomaster,1
Black Canary,Karathen,1
Black Canary,Katana,1
Black Canary,Killer Croc,1
Black Canary,King Nereus,1
Black Canary,King Shark,1
Black Canary,Lex Luthor,1
Black Canary,Lust,2
Black Canary,Mera,1
Black Canary,Mister Zsasz,1
Black Canary,Nam-Ek,1
Black Canary,Nuidis Vulko,1
Black Canary,Ocean Master,2
Black Canary,Parademon,2
Black Canary,Peacemaker,2
Black Canary,Penthesileia,1
Black Canary,Philippus,1
Black Canary,Polka-Dot Man,2
Black Canary,Queen Atlanna,2
Black Canary,Queen Hippolyta,2
Black Canary,Ratcatcher,1
Black Canary,Rick Flag,1
Black Canary,Sabbac,1
Black Canary,Savant,2
Black Canary,Shazam,1
Black Canary,Slipknot,1
Black Canary,Sol Soria,2
Black Canary,Starro,2
Black Canary,Steppenwolf,2
Black Canary,Supergirl,1
Black Canary,Superman,1
Black Canary,T.D.K.,1
Black Canary,The Flash,2
Black Canary,Vigilante,1
Black Canary,White Dragon,1
Black Canary,Wonder Woman (Armor of Asteria),1
Black Canary,Wrath,1
Black Canary,Zeus,2
Black Canary,Agatha Harkness,2
Black Canary,Abomination,1
Black Canary,Ajak,2
Black Canary,Ancient One (time stone),2
Black Canary,Ancient One,2
Black Canary,Ant-Man,1
Black Canary,Arishem The Judge,2
Black Canary,Ayo,2
Black Canary,Baby Groot,2
Black Canary,Baron Mordo,2
Black Canary,Baron Zemo,1
Black Canary,Black Bolt (Earth 838),1
Black Canary,Black Bolt,1
Black Canary,Black Panther,2
Black Canary,Black Panther,2
Black Canary,Black Widow,2
Black Canary,Black Widow,2
Black Canary,Bucky Barnes,2
Black Canary,Bullseye,1
Black Canary,Captain America,2
Black Canary,Captain America (Worthy),1
Black Canary,Captain Carter (Earth 838),2
Black Canary,Captain Marvel,1
Black Canary,Chitauri Footsoldier,2
Black Canary,Corvus Glaive,1
Black Canary,Crossbones,2
Black Canary,Cull Obsidian,1
Black Canary,Dar-Benn,1
Black Canary,Daredevil,1
Black Canary,Deathlok,2
Black Canary,Destroyer,2
Black Canary,Doctor Strange,1
Black Canary,Dormammu,1
Black Canary,Drax The Destroyer,1
Black Canary,Ebony Maw,1
Black Canary,Echo,1
Black Canary,Ego,1
Black Canary,Elektra,2
Black Canary,Eternity,2
Black Canary,Falcon,2
Black Canary,Fandral,1
Black Canary,Fat Thor,2
Black Canary,Fenris,2
Black Canary,Frigga,1
Black Canary,G'iah,2
Black Canary,Gamora,2
Black Canary,Gargantos,1
Black Canary,Ghost,1
Black Canary,Ghost Rider,1
Black Canary,Giant-Man,1
Black Canary,Gilgamesh,2
Black Canary,Gorr The God Butcher,2
Black Canary,Gravik,2
Black Canary,Groot,1
Black Canary,Hawkeye,2
Black Canary,Hawkeye,1
Black Canary,Heimdall,1
Black Canary,Hela,1
Black Canary,High Evolutionary,2
Black Canary,Hulk (Stark Gauntlet),2
Black Canary,Hulk,2
Black Canary,Ikaris,2
Black Canary,Iron Fist,1
Black Canary,Iron Man,2
Black Canary,Iron Man (Mk 1),2
Black Canary,Iron Man (Stark Gauntlet),2
Black Canary,Iron Man (Hulkbuster),2
Black Canary,Iron Monger,2
Black Canary,Iron Spider,1
Black Canary,Ironheart,1
Black Canary,Jemiah The Analyzer,2
Black Canary,Jessica Jones,2
Black Canary,Kaecilius,2
Black Canary,Kang the Conqueror,1
Black Canary,Killian,2
Black Canary,Killmonger,2
Black Canary,Kingo,1
Black Canary,Kingpin,1
Black Canary,Korath The Pursuer,1
Black Canary,Korg,1
Black Canary,Kro,1
Black Canary,Kurse,1
Black Canary,Kid Loki,1
Black Canary,Lady Loki,2
Black Canary,Leo Fitz,1
Black Canary,Leviathan,1
Black Canary,Loki,1
Black Canary,Loki (Mind Stone),2
Black Canary,Loki (Keeper Of The Multiverse),2
Black Canary,Loki (Variant L1130),1
Black Canary,Loki (King of Asgard),1
Black Canary,Luke Cage,1
Black Canary,M'baku,2
Black Canary,Makkari,2
Black Canary,Malekith (Reality Stone),2
Black Canary,Malekith,1
Black Canary,Mandarin,2
Black Canary,Mantis,1
Black Canary,Mighty Thor,2
Black Canary,MODOK,1
Black Canary,Moon Knight,1
Black Canary,Mr. Fantastic (Earth 838),1
Black Canary,Mr. Knight,2
Black Canary,Ms. America,2
Black Canary,Ms. Marvel,1
Black Canary,Mysterio,1
Black Canary,Namor,1
Black Canary,Nebula,1
Black Canary,Nick Fury,2
Black Canary,Nomad,2
Black Canary,Odin,1
Black Canary,Okoye,2
Black Canary,Outrider,2
Black Canary,Pepper Potts (Extremis),1
Black Canary,Phastos,2
Black Canary,Photon,1
Black Canary,Proxima Midnight,1
Black Canary,Quake,2
Black Canary,Quicksilver,1
Black Canary,Red Guardian,1
Black Canary,Red Skull (Stonekeeper),2
Black Canary,Red Skull,1
Black Canary,Rescue,1
Black Canary,Rocket Raccoon,2
Black Canary,Ronan The Accuser (Power Stone),2
Black Canary,Ronan The Accuser,1
Black Canary,Ronin,1
Black Canary,Scarlet Witch,2
Black Canary,Sersi (uni-mind),2
Black Canary,Sersi,1
Black Canary,Shang-Chi,2
Black Canary,She-Hulk,1
Black Canary,Shuri,2
Black Canary,Sif,1
Black Canary,Sinister Strange,2
Black Canary,Smart Hulk,1
Black Canary,Spectral Vision,2
Black Canary,Spider-Man,2
Black Canary,Star-Lord (Celestial Power),1
Black Canary,Star-Lord,1
Black Canary,Stature,1
Black Canary,Surtur,1
Black Canary,Swole Groot,2
Black Canary,Talos The Untamed,1
Black Canary,Taskmaster,2
Black Canary,Teenage Groot,1
Black Canary,Thanos,1
Black Canary,Thanos (Infinity Gauntlet),2
Black Canary,The Collector,1
Black Canary,The Executioner,1
Black Canary,The Grandmaster,2
Black Canary,The Great Protector,1
Black Canary,The Punisher,1
Black Canary,Thena,1
Black Canary,Thor (Pre-Ragnarok),1
Black Canary,Thor (Awakened),1
Black Canary,Thor,2
Black Canary,Ultron,2
Black Canary,Unworthy Thor,2
Black Canary,Valkyrie,2
Black Canary,Vision,2
Black Canary,Vulture,2
Black Canary,Wanda Maximoff (Pre-WandaVision),1
Black Canary,War Machine,2
Black Canary,Warlock,1
Black Canary,Wasp,2
Black Canary,Whiplash,1
Black Canary,Whiplash (Mark II),2
Black Canary,White Wolf,1
Black Canary,Winter Soldier,1
Black Canary,Wolverine,1
Black Canary,Wong,2
Black Canary,YellowJacket,2
Black Canary,Yondu,1
Black Canary,Zeus,2
Black Manta,Black Mask,1
Black Manta,Bloodsport,1
Black Manta,Captain Boomerang,2
Black Manta,Cassandra Cain,1
Black Manta,Cheetah,2
Black Manta,Cyborg,2
Black Manta,Cyclone,1
Black Manta,Dark Flash,1
Black Manta,Darkseid,2
Black Manta,Deadshot,2
Black Manta,Doctor Fate,2
Black Manta,Doctor Sivana,1
Black Manta,Doomsday,1
Black Manta,El Diablo,2
Black Manta,Enchantress,1
Black Manta,Envy,1
Black Manta,Faora,2
Black Manta,Freddy Freeman,1
Black Manta,General Zod,1
Black Manta,Gluttony,2
Black Manta,Green Lantern,2
Black Manta,Harley Quinn,1
Black Manta,Hawkman,1
Black Manta,Hespera,1
Black Manta,Huntress,1
Black Manta,Incubus,2
Black Manta,Joker,1
Black Manta,Jor-El,2
Black Manta,Judomaster,1
Black Manta,Karathen,2
Black Manta,Katana,2
Black Manta,Killer Croc,1
Black Manta,King Nereus,1
Black Manta,King Shark,1
Black Manta,Lex Luthor,1
Black Manta,Lust,1
Black Manta,Mera,1
Black Manta,Mister Zsasz,1
Black Manta,Nam-Ek,1
Black Manta,Nuidis Vulko,2
Black Manta,Ocean Master,1
Black Manta,Parademon,2
Black Manta,Peacemaker,2
Black Manta,Penthesileia,2
Black Manta,Philippus,2
Black Manta,Polka-Dot Man,2
Black Manta,Queen Atlanna,1
Black Manta,Queen Hippolyta,1
Black Manta,Ratcatcher,1
Black Manta,Rick Flag,2
Black Manta,Sabbac,2
Black Manta,Savant,2
Black Manta,Shazam,1
Black Manta,Slipknot,1
Black Manta,Sol Soria,2
Black Manta,Starro,1
Black Manta,Steppenwolf,1
Black Manta,Supergirl,1
Black Manta,Superman,1
Black Manta,T.D.K.,1
Black Manta,The Flash,2
Black Manta,Vigilante,2
Black Manta,White Dragon,1
Black Manta,Wonder Woman (Armor of Asteria),1
Black Manta,Wrath,2
Black Manta,Zeus,2
Black Manta,Agatha Harkness,2
Black Manta,Abomination,1
Black Manta,Ajak,1
Black Manta,Ancient One (time stone),1
Black Manta,Ancient One,1
Black Manta,Ant-Man,1
Black Manta,Arishem The Judge,1
Black Manta,Ayo,2
Black Manta,Baby Groot,2
Black Manta,Baron Mordo,1
Black Manta,Baron Zemo,1
Black Manta,Black Bolt (Earth 838),1
Black Manta,Black Bolt,2
Black Manta,Black Panther,2
Black Manta,Black Panther,2
Black Manta,Black Widow,1
Black Manta,Black Widow,1
Black Manta,Bucky Barnes,2
Black Manta,Bullseye,2
Black Manta,Captain America,2
Black Manta,Captain America (Worthy),2
Black Manta,Captain Carter (Earth 838),1
Black Manta,Captain Marvel,1
Black Manta,Chitauri Footsoldier,2
Black Manta,Corvus Glaive,1
Black Manta,Crossbones,1
Black Manta,Cull Obsidian,2
Black Manta,Dar-Benn,1
Black Manta,Daredevil,1
Black Manta,Deathlok,2
Black Manta,Destroyer,2
Black Manta,Doctor Strange,2
Black Manta,Dormammu,2
Black Manta,Drax The Destroyer,2
Black Manta,Ebony Maw,2
Black Manta,Echo,2
Black Manta,Ego,2
Black Manta,Elektra,1
Black Manta,Eternity,1
Black Manta,Falcon,2
Black Manta,Fandral,1
Black Manta,Fat Thor,1
Black Manta,Fenris,1
Black Manta,Frigga,1
Black Manta,G'iah,2
Black Manta,Gamora,2
Black Manta,Gargantos,1
Black Manta,Ghost,1
Black Manta,Ghost Rider,2
Black Manta,Giant-Man,2
Black Manta,Gilgamesh,1
Black Manta,Gorr The God Butcher,1
Black Manta,Gravik,1
Black Manta,Groot,2
Black Manta,Hawkeye,2
Black Manta,Hawkeye,1
Black Manta,Heimdall,2
Black Manta,Hela,2
Black Manta,High Evolutionary,1
Black Manta,Hulk (Stark Gauntlet),2
Black Manta,Hulk,1
Black Manta,Ikaris,2
Black Manta,Iron Fist,1
Black Manta,Iron Man,2
Black Manta,Iron Man (Mk 1),2
Black Manta,Iron Man (Stark Gauntlet),2
Black Manta,Iron Man (Hulkbuster),1
Black Manta,Iron Monger,2
Black Manta,Iron Spider,1
Black Manta,Ironheart,1
Black Manta,Jemiah The Analyzer,1
Black Manta,Jessica Jones,1
Black Manta,Kaecilius,1
Black Manta,Kang the Conqueror,1
Black Manta,Killian,1
Black Manta,Killmonger,1
Black Manta,Kingo,1
Black Manta,Kingpin,2
Black Manta,Korath The Pursuer,2
Black Manta,Korg,2
Black Manta,Kro,1
Black Manta,Kurse,2
Black Manta,Kid Loki,2
Black Manta,Lady Loki,1
Black Manta,Leo Fitz,2
Black Manta,Leviathan,2
Black Manta,Loki,2
Black Manta,Loki (Mind Stone),1
Black Manta,Loki (Keeper Of The Multiverse),1
Black Manta,Loki (Variant L1130),2
Black Manta,Loki (King of Asgard),2
Black Manta,Luke Cage,1
Black Manta,M'baku,2
Black Manta,Makkari,2
Black Manta,Malekith (Reality Stone),1
Black Manta,Malekith,1
Black Manta,Mandarin,1
Black Manta,Mantis,2
Black Manta,Mighty Thor,1
Black Manta,MODOK,2
Black Manta,Moon Knight,1
Black Manta,Mr. Fantastic (Earth 838),1
Black Manta,Mr. Knight,1
Black Manta,Ms. America,1
Black Manta,Ms. Marvel,1
Black Manta,Mysterio,2
Black Manta,Namor,2
Black Manta,Nebula,2
Black Manta,Nick Fury,1
Black Manta,Nomad,1
Black Manta,Odin,2
Black Manta,Okoye,1
Black Manta,Outrider,1
Black Manta,Pepper Potts (Extremis),1
Black Manta,Phastos,2
Black Manta,Photon,2
Black Manta,Proxima Midnight,2
Black Manta,Quake,1
Black Manta,Quicksilver,1
Black Manta,Red Guardian,1
Black Manta,Red Skull (Stonekeeper),1
Black Manta,Red Skull,2
Black Manta,Rescue,2
Black Manta,Rocket Raccoon,1
Black Manta,Ronan The Accuser (Power Stone),1
Black Manta,Ronan The Accuser,1
Black Manta,Ronin,1
Black Manta,Scarlet Witch,2
Black Manta,Sersi (uni-mind),2
Black Manta,Sersi,2
Black Manta,Shang-Chi,1
Black Manta,She-Hulk,2
Black Manta,Shuri,2
Black Manta,Sif,1
Black Manta,Sinister Strange,2
Black Manta,Smart Hulk,2
Black Manta,Spectral Vision,2
Black Manta,Spider-Man,1
Black Manta,Star-Lord (Celestial Power),2
Black Manta,Star-Lord,2
Black Manta,Stature,2
Black Manta,Surtur,2
Black Manta,Swole Groot,2
Black Manta,Talos The Untamed,1
Black Manta,Taskmaster,2
Black Manta,Teenage Groot,2
Black Manta,Thanos,2
Black Manta,Thanos (Infinity Gauntlet),1
Black Manta,The Collector,2
Black Manta,The Executioner,2
Black Manta,The Grandmaster,2
Black Manta,The Great Protector,2
Black Manta,The Punisher,2
Black Manta,Thena,2
Black Manta,Thor (Pre-Ragnarok),1
Black Manta,Thor (Awakened),2
Black Manta,Thor,2
Black Manta,Ultron,1
Black Manta,Unworthy Thor,1
Black Manta,Valkyrie,2
Black Manta,Vision,1
Black Manta,Vulture,2
Black Manta,Wanda Maximoff (Pre-WandaVision),2
Black Manta,War Machine,2
Black Manta,Warlock,1
Black Manta,Wasp,2
Black Manta,Whiplash,1
Black Manta,Whiplash (Mark II),2
Black Manta,White Wolf,2
Black Manta,Winter Soldier,2
Black Manta,Wolverine,1
Black Manta,Wong,1
Black Manta,YellowJacket,2
Black Manta,Yondu,2
Black Manta,Zeus,1
Black Mask,Bloodsport,2
Black Mask,Captain Boomerang,2
Black Mask,Cassandra Cain,1
Black Mask,Cheetah,1
Black Mask,Cyborg,2
Black Mask,Cyclone,1
Black Mask,Dark Flash,1
Black Mask,Darkseid,1
Black Mask,Deadshot,2
Black Mask,Doctor Fate,1
Black Mask,Doctor Sivana,2
Black Mask,Doomsday,1
Black Mask,El Diablo,2
Black Mask,Enchantress,1
Black Mask,Envy,1
Black Mask,Faora,1
Black Mask,Freddy Freeman,2
Black Mask,General Zod,1
Black Mask,Gluttony,2
Black Mask,Green Lantern,2
Black Mask,Harley Quinn,2
Black Mask,Hawkman,1
Black Mask,Hespera,1
Black Mask,Huntress,2
Black Mask,Incubus,1
Black Mask,Joker,1
Black Mask,Jor-El,2
Black Mask,Judomaster,2
Black Mask,Karathen,1
Black Mask,Katana,1
Black Mask,Killer Croc,1
Black Mask,King Nereus,1
Black Mask,King Shark,2
Black Mask,Lex Luthor,2
Black Mask,Lust,2
Black Mask,Mera,1
Black Mask,Mister Zsasz,1
Black Mask,Nam-Ek,1
Black Mask,Nuidis Vulko,2
Black Mask,Ocean Master,1
Black Mask,Parademon,2
Black Mask,Peacemaker,1
Black Mask,Penthesileia,1
Black Mask,Philippus,1
Black Mask,Polka-Dot Man,2
Black Mask,Queen Atlanna,2
Black Mask,Queen Hippolyta,2
Black Mask,Ratcatcher,2
Black Mask,Rick Flag,2
Black Mask,Sabbac,1
Black Mask,Savant,1
Black Mask,Shazam,1
Black Mask,Slipknot,1
Black Mask,Sol Soria,1
Black Mask,Starro,1
Black Mask,Steppenwolf,1
Black Mask,Supergirl,2
Black Mask,Superman,1
Black Mask,T.D.K.,2
Black Mask,The Flash,2
Black Mask,Vigilante,1
Black Mask,White Dragon,1
Black Mask,Wonder Woman (Armor of Asteria),2
Black Mask,Wrath,2
Black Mask,Zeus,1
Black Mask,Agatha Harkness,2
Black Mask,Abomination,1
Black Mask,Ajak,1
Black Mask,Ancient One (time stone),2
Black Mask,Ancient One,1
Black Mask,Ant-Man,1
Black Mask,Arishem The Judge,2
Black Mask,Ayo,2
Black Mask,Baby Groot,2
Black Mask,Baron Mordo,1
Black Mask,Baron Zemo,1
Black Mask,Black Bolt (Earth 838),2
Black Mask,Black Bolt,2
Black Mask,Black Panther,2
Black Mask,Black Panther,1
Black Mask,Black Widow,1
Black Mask,Black Widow,1
Black Mask,Bucky Barnes,1
Black Mask,Bullseye,1
Black Mask,Captain America,1
Black Mask,Captain America (Worthy),2
Black Mask,Captain Carter (Earth 838),1
Black Mask,Captain Marvel,1
Black Mask,Chitauri Footsoldier,2
Black Mask,Corvus Glaive,1
Black Mask,Crossbones,1
Black Mask,Cull Obsidian,1
Black Mask,Dar-Benn,2
Black Mask,Daredevil,2
Black Mask,Deathlok,1
Black Mask,Destroyer,2
Black Mask,Doctor Strange,2
Black Mask,Dormammu,1
Black Mask,Drax The Destroyer,1
Black Mask,Ebony Maw,1
Black Mask,Echo,1
Black Mask,Ego,1
Black Mask,Elektra,2
Black Mask,Eternity,2
Black Mask,Falcon,1
Black Mask,Fandral,1
Black Mask,Fat Thor,1
Black Mask,Fenris,2
Black Mask,Frigga,1
Black Mask,G'iah,1
Black Mask,Gamora,1
Black Mask,Gargantos,1
Black Mask,Ghost,1
Black Mask,Ghost Rider,1
Black Mask,Giant-Man,2
Black Mask,Gilgamesh,2
Black Mask,Gorr The God Butcher,2
Black Mask,Gravik,1
Black Mask,Groot,2
Black Mask,Hawkeye,2
Black Mask,Hawkeye,2
Black Mask,Heimdall,1
Black Mask,Hela,2
Black Mask,High Evolutionary,1
Black Mask,Hulk (Stark Gauntlet),2
Black Mask,Hulk,1
Black Mask,Ikaris,2
Black Mask,Iron Fist,1
Black Mask,Iron Man,1
Black Mask,Iron Man (Mk 1),2
Black Mask,Iron Man (Stark Gauntlet),2
Black Mask,Iron Man (Hulkbuster),1
Black Mask,Iron Monger,1
Black Mask,Iron Spider,1
Black Mask,Ironheart,1
Black Mask,Jemiah The Analyzer,1
Black Mask,Jessica Jones,2
Black Mask,Kaecilius,1
Black Mask,Kang the Conqueror,1
Black Mask,Killian,1
Black Mask,Killmonger,1
Black Mask,Kingo,1
Black Mask,Kingpin,2
Black Mask,Korath The Pursuer,2
Black Mask,Korg,1
Black Mask,Kro,2
Black Mask,Kurse,1
Black Mask,Kid Loki,2
Black Mask,Lady Loki,2
Black Mask,Leo Fitz,2
Black Mask,Leviathan,2
Black Mask,Loki,1
Black Mask,Loki (Mind Stone),2
Black Mask,Loki (Keeper Of The Multiverse),1
Black Mask,Loki (Variant L1130),2
Black Mask,Loki (King of Asgard),2
Black Mask,Luke Cage,2
Black Mask,M'baku,2
Black Mask,Makkari,2
Black Mask,Malekith (Reality Stone),1
Black Mask,Malekith,1
Black Mask,Mandarin,1
Black Mask,Mantis,2
Black Mask,Mighty Thor,1
Black Mask,MODOK,2
Black Mask,Moon Knight,2
Black Mask,Mr. Fantastic (Earth 838),2
Black Mask,Mr. Knight,1
Black Mask,Ms. America,2
Black Mask,Ms. Marvel,1
Black Mask,Mysterio,2
Black Mask,Namor,2
Black Mask,Nebula,2
Black Mask,Nick Fury,1
Black Mask,Nomad,2
Black Mask,Odin,2
