,nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe
26,Cull Obsidian,Cull Obsidian,Marvel Cinematic Universe,https://www.superherodb.com/cull-obsidian/10-16759/,60,75,20,40,50,70,3,,"['Cold Resistance', 'Durability', 'Endurance', 'Energy Resistance', 'Heat Resistance', 'Intelligence', 'Jump', 'Radiation Immunity', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Dexterity', 'Fire Resistance', 'Invulnerability', 'Marksmanship', 'Natural Armor', 'Reflexes', 'Stealth', 'Weapon-based Powers', 'Acrobatics', 'Attack Reflection', 'Master Martial Artist', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers: Endgame (2019)', 'My Collection', 'Ahasan', 'Juzo', 'Rotemeg', 'Chronicler', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'MoNsTeR', 'yes', 'All Users']",Cull Obsidian
27,Dar-Benn,Dar-Benn,Marvel Cinematic Universe,https://www.superherodb.com/dar-benn/10-57164/,70,75,35,55,80,80,4,,"['Accelerated Healing', 'Dexterity', 'Durability', 'Energy Absorption', 'Intelligence', 'Master Tactician', 'Stamina', 'Super Speed', 'Super Strength', 'Weapons Master', 'Agility', 'Clairvoyance', 'Cold Resistance', 'Dimensional Travel', 'Electrokinesis', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Force Fields', 'Longevity', 'Portal Creation', 'Reflexes', 'Regeneration', 'Space Survivability', 'Statistics Amplification', 'Swordsmanship', 'Acrobatics', 'Heat Resistance', 'Immortality', 'Interstellar Travel', 'Self-Sustenance', 'Shockwaves Generation', 'Time Travel', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Juzo', 'Rotemeg', 'Chronicler', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'MoNsTeR', 'yes', 'All Users']",Dar-Benn
28,Matt Murdock,Daredevil,Marvel Cinematic Universe,https://www.superherodb.com/daredevil/10-12751/,75,5,20,14,12,95,1,,"['Acrobatics', 'Agility', 'Dexterity', 'Durability', 'Echolocation', 'Endurance', 'Enhanced Hearing', 'Enhanced Smell', 'Enhanced Touch', 'Intelligence', 'Master Martial Artist', 'Ninjutsu', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Weapons Master', 'Indomitable Will', 'Marksmanship', 'Master Tactician', 'Pressure Points', 'Radar Sense', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Defenders', 'Daredevil', ""Mcu Spider-man's Friends And Allies"", 'Mcu Superheroes', 'Movie Heroes', 'My Favorite Characters ⭐ Pcf Updated', 'Roleplaying Collection', 'Spider-man: No Way Home (2021)', 'White Ranked Warriors', 'MoNsTeR', 'Ahasan', 'Juzo', 'Rotemeg', 'Chronicler', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Daredevil
29,Michael Peterson,Deathlok,Marvel Cinematic Universe,https://www.superherodb.com/deathlok/10-15432/,45,30,50,15,40,70,1,,"['Acrobatics', 'Agility', 'Data Manipulation', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Taste', 'Enhanced Touch', 'Explosion Manipulation', 'Hacking', 'Information Analysis', 'Jump', 'Master Martial Artist', 'Regeneration', 'Weapon-based Powers', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Deathlok', 'MoNsTeR', 'Ahasan', 'Juzo', 'Rotemeg', 'Chronicler', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Deathlok
30,,Destroyer,Marvel Cinematic Universe,https://www.superherodb.com/destroyer/10-13071/,60,80,30,45,70,80,3,,"['Accelerated Healing', 'Acid Resistants', 'Cold Resistance', 'Durability', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Heat Generation', 'Marksmanship', 'Odin Force', 'Regeneration', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vaporising Beams', 'Agility', 'Attack Reflection', 'Dimensional Travel', 'Electricity Resistance', 'Explosion Manipulation', 'Fire Resistance', 'Godly Physiology', 'Heat Resistance', 'Interstellar Travel', 'Jump', 'Laser Manipulation', 'Magic Resistance', 'Matter Manipulation', 'Mind Control Resistance', 'Natural Armor', 'Natural Weapons', 'Pain Suppression', 'Radiation Immunity', 'Reflexes', 'Regeneration Negation', 'Self-Sustenance', 'Shockwaves Generation', 'Space Survivability', 'Stealth', 'Vision - Heat', 'Weapon-based Powers', 'Changing Armor', 'Dexterity', 'Invulnerability', 'Large Size', 'Magic', 'Shapeshifting', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Destroyer', 'My Collection', 'MoNsTeR', 'Ahasan', 'Juzo', 'Rotemeg', 'Chronicler', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Destroyer
31,Stephen Strange,Doctor Strange,Marvel Cinematic Universe,https://www.superherodb.com/doctor-strange/10-12588/,80,8,25,25,90,60,4,4+,"['Astral Projection', 'Attack Reflection', 'Deconstruction', 'Dimensional Travel', 'Duplication', 'Durability', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Fire Control', 'Force Fields', 'Gadget Usage', 'Heat Generation', 'Illumination', 'Indomitable Will', 'Intelligence', 'Levitation', 'Magic', 'Matter Manipulation', 'Memory Manipulation', 'Non-Physical Interaction', 'Portal Creation', 'Reflexes', 'Sealing', 'Soul Manipulation', 'Stamina', 'Summoning', 'Super Speed', 'Super Strength', 'Telekinesis', 'Teleportation', 'Terrakinesis', 'Water Control', 'Wind Control', 'Animation', 'Astral Trap', 'Audio Alteration', 'Aura', 'Banish', 'Body Puppetry', 'Clairvoyance', 'Cloaking', 'Cloth Manipulation', 'Cold Resistance', 'Element Control', 'Energy Absorption', 'Energy Beams', 'Energy Resistance', 'Enhanced Memory', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Illusions', 'Information Analysis', 'Interstellar Travel', 'Latent Abilities', 'Light Control', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Molecular Manipulation', 'Photographic Reflexes', 'Possession', 'Power Absorption', 'Power Absorption Immunity', 'Power Nullifier', 'Precognition', 'Projection', 'Reality Warping', 'Seismic Power', 'Soul Resistance', 'Spatial Manipulation', 'Stealth', 'Transformation', 'Vortex Creation', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Acrobatics', 'Agility', 'Anti-Gravity', 'Black Hole Manipulation', 'Danger Sense', 'Dexterity', 'Durability Negation', 'Endurance', 'Gravity Control', 'Immortality', 'Invulnerability', 'Magic Absorption', 'Mind Control', 'Petrification', 'Phasing', 'Power Bestowal', 'Weapon Summoning', 'Wishing', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Doctor Strange', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Doctor Strange In The Multiverse Of Madness (2022)', ""Mcu Spider-man's Friends And Allies"", 'Mcu Superheroes', 'My Collection', 'Roleplaying Collection', 'Spider-man: No Way Home (2021)', 'Thor: Ragnarok (2017) 🔨🌩', 'Ahasan', 'Rotemeg', 'MoNsTeR', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Doctor Strange
32,Dormammu,Dormammu,Marvel Cinematic Universe,https://www.superherodb.com/dormammu/10-12736/,95,100,100,100,100,70,7,7+,"['Accelerated Healing', 'Animation', 'Aura', 'Biokinesis', 'Clairvoyance', 'Cold Resistance', 'Cosmic Awareness', 'Deconstruction', 'Dimensional Awareness', 'Durability', 'Element Control', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Fearless', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Large Size', 'Life Manipulation', 'Magic Resistance', 'Matter Manipulation', 'Molecular Manipulation', 'Physics Manipulation', 'Portal Creation', 'Possession', 'Projection', 'Radiation Immunity', 'Reality Warping', 'Reality Warping Resistance', 'Regeneration', 'Self-Sustenance', 'Size Changing', 'Soul Resistance', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Telekinesis', 'Terrakinesis', 'Toxin and Disease Resistance', 'Umbrakinesis', 'Void Manipulation', 'Weather Control', 'Accelerated Development', 'Age Manipulation', 'Corruption', 'Corruption Resistance', 'Creation', 'Dark Arts', 'Dark Magic', 'Darkforce Manipulation', 'Dexterity', 'Dimensional Travel', 'Energy Absorption', 'Energy Constructs', 'Explosion Manipulation', 'Fear Inducement', 'Fear Manipulation', 'Higher Dimensional Manipulation', 'Indomitable Will', 'Marksmanship', 'Master Tactician', 'Mind Control Resistance', 'Non-Corporeal', 'Power Augmentation', 'Power Bestowal', 'Resurrection', 'Shadow Manipulation', 'Shapeshifting', 'Soul Manipulation', 'Spatial Manipulation', 'Statistics Amplification', 'Telepathy Resistance', 'Teleportation', 'Wind Control', 'Acausality', 'Existence Erasure', 'Magic', 'Time Manipulation', 'Time Manipulation Resistance', 'Wishing', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Dormammu', 'Godly(green) Ranked Characters', 'My Collection', 'Rotemeg', 'Ahasan', 'MoNsTeR', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Dormammu
33,Drax,Drax The Destroyer,Marvel Cinematic Universe,https://www.superherodb.com/drax-the-destroyer/10-12591/,45,50,25,35,45,70,2,,"['Durability', 'Energy Resistance', 'Heat Resistance', 'Marksmanship', 'Multilingualism', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Berserk Mode', 'Dexterity', 'Endurance', 'Fire Resistance', 'Invulnerability', 'Jump', 'Longevity', 'Master Martial Artist', 'Reflexes', 'Regeneration', 'Stealth', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Weapons Master', 'Acid Resistants', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Energy Absorption', 'Radiation Immunity', 'Rage Power', 'Space Survivability', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Anachronauts', 'Drax the Destroyer', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Mcu Superheroes', 'My Collection', 'Roleplaying Collection', 'Unnamed_User', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Drax the Destroyer
34,,Ebony Maw,Marvel Cinematic Universe,https://www.superherodb.com/ebony-maw/10-13090/,90,1,25,15,55,50,3,,"['Flight', 'Intelligence', 'Levitation', 'Super Speed', 'Super Strength', 'Telekinesis', 'Vehicular Mastery', 'Agility', 'Endurance', 'Longevity', 'Master Martial Artist', 'Master Tactician', 'Matter Manipulation', 'Water Control', 'Weapons Master', 'Wind Control', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ebony Maw', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'My Collection', 'Rotemeg', 'Unnamed_User', 'Ahasan', 'MoNsTeR', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Ebony Maw
35,Maya Lopez,Echo,Marvel Cinematic Universe,https://www.superherodb.com/echo/10-37052/,65,1,7,5,30,80,1,,"['Master Martial Artist', 'Acrobatics', 'Agility', 'Marksmanship', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Echo', 'MoNsTeR', 'Rotemeg', 'Unnamed_User', 'Ahasan', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Echo
36,Ego,Ego,Marvel Cinematic Universe,https://www.superherodb.com/ego/10-13892/,90,100,50,70,90,55,4,4,"['Accelerated Healing', 'Acid Resistants', 'Cold Resistance', 'Durability', 'Element Control', 'Energy Beams', 'Energy Constructs', 'Energy Manipulation', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Large Size', 'Matter Manipulation', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Space Survivability', 'Super Speed', 'Super Strength', 'Weather Control', 'Wind Control', 'Agility', 'Audio Alteration', 'Avatar Creation', 'Clairvoyance Resistance', 'Corruption Resistance', 'Creation', 'Curse Resistance', 'Dexterity', 'Disguise Resistance', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Resistance', 'Explosion Manipulation', 'Flight', 'Hellfire Resistance', 'Illusion Resistance', 'Invulnerability', 'Levitation', 'Magic Resistance', 'Mind Control', 'Mind Control Resistance', 'Molecular Manipulation', 'Possession Resistance', 'Reality Warping Resistance', 'Shapeshifting', 'Soul Resistance', 'Stamina', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Water Control', 'Audio Control', 'Energy Embodiment', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ego', 'My Collection', 'Red Ranked Warriors', 'MoNsTeR', 'Ahasan', 'Unnamed_User', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Ego
37,Elektra Natchios,Elektra,Marvel Cinematic Universe,https://www.superherodb.com/elektra/10-14267/,70,8,20,15,20,85,1,,"['Dexterity', 'Endurance', 'Intelligence', 'Marksmanship', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Swordsmanship', 'Weapons Master', 'Acrobatics', 'Chi Manipulation', 'Jump', 'Master Tactician', 'Accelerated Healing', 'Regeneration', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'The Hand', 'Elektra', 'Movie Heroes', 'MoNsTeR', 'Ahasan', 'Unnamed_User', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Elektra
38,Eternity,Eternity,Marvel Cinematic Universe,https://www.superherodb.com/eternity/10-30321/,100,100,∞,100,100,50,7,7+,"['Abstract Existence', 'Avatar Creation', 'Clairvoyance Resistance', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption Resistance', 'Cosmic Awareness', 'Creation', 'Curse Resistance', 'Deconstruction', 'Dimensional Awareness', 'Disguise Resistance', 'Divine Powers', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Existence Erasure', 'Existence Erasure Resistance', 'Fire Resistance', 'Godly Physiology', 'Heat Resistance', 'Higher Dimensional Manipulation', 'Immortality', 'Indomitable Will', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Life Manipulation', 'Longevity', 'Nigh-Omniscience', 'Non-Corporeal', 'Non-Physical Interaction', 'Omnikinesis', 'Omnipresence', 'Physics Manipulation', 'Power Bestowal', 'Projection', 'Radiation Immunity', 'Reality Warping', 'Reality Warping Resistance', 'Resurrection', 'Self-Sustenance', 'Soul Manipulation', 'Soul Resistance', 'Space Survivability', 'Spatial Awareness', 'Spatial Manipulation', 'Statistics Amplification', 'Subjective Reality', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Wishing', 'Acausality', 'Accelerated Healing', 'Acid Resistants', 'Agility', 'Causality Resistance', 'Danger Sense', 'Dexterity', 'Dimensional Travel', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Extrasensory Perception', 'Hellfire Resistance', 'Illusion Resistance', 'Law Manipulation', 'Magic Resistance', 'Mind Control Resistance', 'Pocket Dimensions', 'Possession Resistance', 'Reflexes', 'Regeneration', 'Spatial Communication', 'Stamina', 'Stealth', 'Telepathy Resistance', 'Transmutation Immunity', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Eternity', 'Unnamed_User', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Eternity
39,Sam Wilson,Falcon,Marvel Cinematic Universe,https://www.superherodb.com/falcon/10-12510/,60,13,25,14,20,65,1,,"['Acrobatics', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Agility', 'Endurance', 'Energy Blasts', 'Explosion Manipulation', 'Flight', 'Marksmanship', 'Master Martial Artist', 'Stealth', 'Vision - Night', 'Weapon-based Powers', 'Weapons Master', 'Enhanced Sight', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers', 'Falcon', 'Avengers: Age Of Ultron (2015)', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Captain America: Winter Soldier (2014)', 'Movie Heroes', 'My Collection', 'Roleplaying Collection', 'White Ranked Warriors', 'Ahasan', 'Unnamed_User', 'MoNsTeR', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Falcon
40,Fandral,Fandral,Marvel Cinematic Universe,https://www.superherodb.com/fandral/10-14382/,65,25,17,15,30,80,1,,"['Durability', 'Stamina', 'Swordsmanship', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Fire Resistance', 'Heat Resistance', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Fandral', 'My Collection', 'Ahasan', 'Unnamed_User', 'MoNsTeR', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Fandral
41,Thor Odinson,Fat Thor,Marvel Cinematic Universe,https://www.superherodb.com/fat-thor/10-16834/,70,100,75,65,90,95,4,,"['Adaptation', 'Berserk Mode', 'Cloth Manipulation', 'Cold Resistance', 'Dexterity', 'Dimensional Travel', 'Durability', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Condition', 'Fearless', 'Fire Resistance', 'Flight', 'Gadget Usage', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Interstellar Travel', 'Magic', 'Master Martial Artist', 'Master Tactician', 'Multilingualism', 'Odin Force', 'Radiation Immunity', 'Self-Sustenance', 'Shockwaves Generation', 'Space Survivability', 'Spaceflight', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Toxin and Disease Resistance', 'Weapon Summoning', 'Weapons Master', 'Weather Control', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Bloodlust', 'Changing Armor', 'Dimensional Awareness', 'Durability Negation', 'Electricity Absorption', 'Electricity Resistance', 'Electro-Magnetism Manipulation', 'Energy Absorption', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Explosion Manipulation', 'Godly Physiology', 'Illumination', 'Immortality', 'Intangibility', 'Invulnerability', 'Levitation', 'Light Control', 'Longevity', 'Pain Suppression', 'Portal Creation', 'Precognition', 'Rage Power', 'Regeneration', 'Resurrection', 'Seismic Power', 'Stealth', 'Summoning', 'Terrakinesis', 'Vehicular Mastery', 'Vibration Manipulation', 'Vortex Creation', 'Wind Control', 'Clairvoyance', 'Fire Control', 'Illusion Resistance', 'Immortality Negation', 'Indomitable Will', 'Reality Warping Resistance', 'Telekinesis', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers: Endgame (2019)', 'My Collection', 'Red Ranked Warriors', 'Ahasan', 'Unnamed_User', 'MoNsTeR', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Fat Thor
42,Fenris,Fenris,Marvel Cinematic Universe,https://www.superherodb.com/fenris/10-15126/,50,50,25,30,50,40,3,,"['Agility', 'Animal Attributes', 'Berserk Mode', 'Cold Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Jaw Strength', 'Longevity', 'Radiation Immunity', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Fire Resistance', 'Heat Resistance', 'Hunters Instinct', 'Immortality', 'Jump', 'Large Size', 'Reflexes', 'Regeneration', 'Resurrection', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Fenris', 'My Collection', 'Ahasan', 'Unnamed_User', 'MoNsTeR', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Fenris
43,Frigga,Frigga,Marvel Cinematic Universe,https://www.superherodb.com/frigga/10-19995/,90,25,25,25,85,95,2,,"['Agility', 'Camouflage', 'Cloaking', 'Dexterity', 'Durability', 'Illusion Resistance', 'Illusions', 'Intelligence', 'Longevity', 'Magic', 'Mind Control', 'Mind Control Resistance', 'Shapeshifting', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Telekinesis', 'Weapons Master', 'Accelerated Healing', 'Acrobatics', 'Astral Projection', 'Avatar Creation', 'Cloning', 'Cloth Manipulation', 'Cosmic Awareness', 'Duplication', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Hypnokinesis', 'Illumination', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Power Augmentation', 'Reflexes', 'Social Influencing', 'Summoning', 'Time Manipulation', 'Transformation', 'Weapon-based Powers', 'Fire Control', 'Heat Generation', 'Invisibility', 'Latent Abilities', 'Regeneration', 'Self-Sustenance', 'Telepathy', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Ahasan', 'Unnamed_User', 'MoNsTeR', 'Rotemeg', 'Chronicler', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'yes', 'All Users']",Frigga
