Heroe_1,Heroe_2
Atom Smasher,Warlock
Atom Smasher,Wasp
Atom Smasher,Whiplash
Atom Smasher,Whiplash (Mark II)
Atom Smasher,White Wolf
Atom Smasher,Winter Soldier
Atom Smasher,Wolverine
Atom Smasher,Wong
Atom Smasher,YellowJacket
Atom Smasher,Yondu
Atom Smasher,Zeus
Atom Smasher,Gogeta (Super Saiyan 4)
Atom Smasher,Goku (Super Saiyan 3)
Atom Smasher,Goku (Super Saiyan 2)
Atom Smasher,Goku (Super Saiyan 4)
Atom Smasher,Goku Jr.
Atom Smasher,Goten
Atom Smasher,Pan
Atom Smasher,Piccolo
Atom Smasher,Son Goku
Atom Smasher,Syn Shenron
Atom Smasher,Trunks
Atom Smasher,Uub
Atom Smasher,Android 16
Atom Smasher,Android 17
Atom Smasher,Android 18
Atom Smasher,Android 19
Atom Smasher,Aniraza
Atom Smasher,Arak
Atom Smasher,Bandages The Mummy
Atom Smasher,Bardock (Super Saiyan)
Atom Smasher,Bardock
Atom Smasher,Basil
Atom Smasher,Beerus
Atom Smasher,Belmod
Atom Smasher,Bergamo
Atom Smasher,Biarra
Atom Smasher,Bido
Atom Smasher,Bikal
Atom Smasher,Black Frieza
Atom Smasher,Bojack
Atom Smasher,Borareta
Atom Smasher,Botamo
Atom Smasher,Broly (Z)
Atom Smasher,Broly (Ikari)
Atom Smasher,Broly (Super Saiyan)
Atom Smasher,Broly
Atom Smasher,Bujin
Atom Smasher,Burter
Atom Smasher,Buu (Good)
Atom Smasher,Buu (Grand Supreme Kai)
Atom Smasher,Buuhan
Atom Smasher,Buutenks
Atom Smasher,Cabba (Super Saiyan)
Atom Smasher,Cabba (Super Saiyan 2)
Atom Smasher,Cabba
Atom Smasher,Dende
Atom Smasher,Dercori
Atom Smasher,Dodoria
Atom Smasher,Dore
Atom Smasher,Dr Gero
Atom Smasher,Dyspo (Super Maximum Light Speed)
Atom Smasher,Dyspo
Atom Smasher,Frieza
Atom Smasher,Frieza (First Form)
Atom Smasher,Frieza (Second Form)
Atom Smasher,Frieza (Third Form)
Atom Smasher,Fusion Zamasu
Atom Smasher,Future Trunks (Cell Saga)
Atom Smasher,Gogeta
Atom Smasher,Gogeta (Super Saiyan)
Atom Smasher,Gogeta (Super Saiyan Blue)
Atom Smasher,Gohan (Beast)
Atom Smasher,Gohan (Potential Unleashed)
Atom Smasher,Gohan (SS2)
Atom Smasher,Gohan (Super Saiyan)
Atom Smasher,Gohan
Atom Smasher,Goku (Super Saiyan Blue Kaioken)
Atom Smasher,Goku
Atom Smasher,Goku (Mastered Ultra Instinct)
Atom Smasher,Goku (Saiyan Saga)
Atom Smasher,Goku (True Ultra Instinct)
Atom Smasher,Goku (Super Saiyan God)
Atom Smasher,Goku (Super Saiyan 2)
Atom Smasher,Goku (Ultra Instinct)
Atom Smasher,Goku (Super Saiyan Blue)
Atom Smasher,Goku (Super Saiyan 3)
Atom Smasher,Goku Black (Super Saiyan Rosé)
Atom Smasher,Goku Black
Atom Smasher,Goten (Super Saiyan)
Atom Smasher,Goten
Atom Smasher,Gotenks (Super Saiyan 3)
Atom Smasher,Gotenks (SS2)
Atom Smasher,Grand Priest
Atom Smasher,Jaco
Atom Smasher,Kami
Atom Smasher,Kid Buu
Atom Smasher,Kid Gohan
Atom Smasher,Kid Goku
Atom Smasher,King Vegeta
Atom Smasher,Krillin
Atom Smasher,Vegeta (Ascended Super Saiyan)
Atom Smasher,Vegeta (Unbound Ultra Ego)
Atom Smasher,Vegeta (Super Saiyan Blue Evolved)
Atom Smasher,Vegeta (Super Saiyan 2)
Atom Smasher,Vegeta (Super Saiyan Blue)
Atom Smasher,Vegeta (Hakai Energy)
Atom Smasher,Vegeta (Super Saiyan)
Atom Smasher,Vegeta
Atom Smasher,Vegeta (Super Saiyan God)
Atom Smasher,Vegito
Atom Smasher,Vegito (Super Saiyan)
Batman,Black Adam
Batman,Black Canary
Batman,Black Manta
Batman,Black Mask
Batman,Bloodsport
Batman,Captain Boomerang
Batman,Cassandra Cain
Batman,Cheetah
Batman,Cyborg
Batman,Cyclone
Batman,Dark Flash
Batman,Darkseid
Batman,Deadshot
Batman,Doctor Fate
Batman,Doctor Sivana
Batman,Doomsday
Batman,El Diablo
Batman,Enchantress
Batman,Envy
Batman,Faora
Batman,Freddy Freeman
Batman,General Zod
Batman,Gluttony
Batman,Green Lantern
Batman,Harley Quinn
Batman,Hawkman
Batman,Hespera
Batman,Huntress
Batman,Incubus
Batman,Joker
Batman,Jor-El
Batman,Judomaster
Batman,Karathen
Batman,Katana
Batman,Killer Croc
Batman,King Nereus
Batman,King Shark
Batman,Lex Luthor
Batman,Lust
Batman,Mera
Batman,Mister Zsasz
Batman,Nam-Ek
Batman,Nuidis Vulko
Batman,Ocean Master
Batman,Parademon
Batman,Peacemaker
Batman,Penthesileia
Batman,Philippus
Batman,Polka-Dot Man
Batman,Queen Atlanna
Batman,Queen Hippolyta
Batman,Ratcatcher
Batman,Rick Flag
Batman,Sabbac
Batman,Savant
Batman,Shazam
Batman,Slipknot
Batman,Sol Soria
Batman,Starro
Batman,Steppenwolf
Batman,Supergirl
Batman,Superman
Batman,T.D.K.
Batman,The Flash
Batman,Vigilante
Batman,White Dragon
Batman,Wonder Woman (Armor of Asteria)
Batman,Wrath
Batman,Zeus
Batman,A-Train
Batman,Billy Butcher
Batman,Billy Butcher (V24)
Batman,Billy Butchter (tumor)
Batman,Black Noir (replacement)
Batman,Black Noir
Batman,Cate Dunlap
Batman,Crimson Countess
Batman,Firecracker
Batman,Golden Boy
Batman,Homelander
Batman,Hughie Campbell (V24)
Batman,Lamplighter
Batman,Little Cricket
Batman,Marie Moreau
Batman,Mesmer
Batman,Mother's Milk
Batman,Naqib
Batman,Queen Maeve
Batman,Ryan Butcher
Batman,Sam Riordan
Batman,Shockwave
Batman,Sister Sage
Batman,Soldier Boy
Batman,Splinter
Batman,Starlight
Batman,Stormfront
Batman,Supe Terrorist
Batman,Tek Knight
Batman,The Deep
Batman,The Female
Batman,Translucent
Batman,Victoria Neuman
Batman,Webweaver
Batman,Zoe Neuman
Batman,Agatha Harkness
Batman,Abomination
Batman,Ajak
Batman,Ancient One (time stone)
Batman,Ancient One
Batman,Ant-Man
Batman,Arishem The Judge
Batman,Ayo
Batman,Baby Groot
Batman,Baron Mordo
Batman,Baron Zemo
Batman,Black Bolt (Earth 838)
Batman,Black Bolt
Batman,Black Panther
Batman,Black Panther
Batman,Black Widow
Batman,Black Widow
Batman,Bucky Barnes
Batman,Bullseye
Batman,Captain America
Batman,Captain America (Worthy)
Batman,Captain Carter (Earth 838)
Batman,Captain Marvel
Batman,Chitauri Footsoldier
Batman,Corvus Glaive
Batman,Crossbones
Batman,Cull Obsidian
Batman,Dar-Benn
Batman,Daredevil
Batman,Deathlok
Batman,Destroyer
Batman,Doctor Strange
Batman,Dormammu
Batman,Drax The Destroyer
Batman,Ebony Maw
Batman,Echo
Batman,Ego
Batman,Elektra
Batman,Eternity
Batman,Falcon
Batman,Fandral
Batman,Fat Thor
Batman,Fenris
Batman,Frigga
Batman,G'iah
Batman,Gamora
Batman,Gargantos
Batman,Ghost
Batman,Ghost Rider
Batman,Giant-Man
Batman,Gilgamesh
Batman,Gorr The God Butcher
Batman,Gravik
Batman,Groot
Batman,Hawkeye
Batman,Hawkeye
Batman,Heimdall
Batman,Hela
Batman,High Evolutionary
Batman,Hulk (Stark Gauntlet)
Batman,Hulk
Batman,Ikaris
Batman,Iron Fist
Batman,Iron Man
Batman,Iron Man (Mk 1)
Batman,Iron Man (Stark Gauntlet)
Batman,Iron Man (Hulkbuster)
Batman,Iron Monger
Batman,Iron Spider
Batman,Ironheart
Batman,Jemiah The Analyzer
Batman,Jessica Jones
Batman,Kaecilius
Batman,Kang the Conqueror
Batman,Killian
Batman,Killmonger
Batman,Kingo
Batman,Kingpin
Batman,Korath The Pursuer
Batman,Korg
Batman,Kro
Batman,Kurse
Batman,Kid Loki
Batman,Lady Loki
Batman,Leo Fitz
Batman,Leviathan
Batman,Loki
Batman,Loki (Mind Stone)
Batman,Loki (Keeper Of The Multiverse)
Batman,Loki (Variant L1130)
Batman,Loki (King of Asgard)
Batman,Luke Cage
Batman,M'baku
Batman,Makkari
Batman,Malekith (Reality Stone)
Batman,Malekith
Batman,Mandarin
Batman,Mantis
Batman,Mighty Thor
Batman,MODOK
Batman,Moon Knight
Batman,Mr. Fantastic (Earth 838)
Batman,Mr. Knight
Batman,Ms. America
Batman,Ms. Marvel
Batman,Mysterio
Batman,Namor
Batman,Nebula
Batman,Nick Fury
Batman,Nomad
Batman,Odin
Batman,Okoye
Batman,Outrider
Batman,Pepper Potts (Extremis)
Batman,Phastos
Batman,Photon
Batman,Proxima Midnight
Batman,Quake
Batman,Quicksilver
Batman,Red Guardian
Batman,Red Skull (Stonekeeper)
Batman,Red Skull
Batman,Rescue
Batman,Rocket Raccoon
Batman,Ronan The Accuser (Power Stone)
Batman,Ronan The Accuser
Batman,Ronin
Batman,Scarlet Witch
Batman,Sersi (uni-mind)
Batman,Sersi
Batman,Shang-Chi
Batman,She-Hulk
Batman,Shuri
Batman,Sif
Batman,Sinister Strange
Batman,Smart Hulk
Batman,Spectral Vision
Batman,Spider-Man
Batman,Star-Lord (Celestial Power)
Batman,Star-Lord
Batman,Stature
Batman,Surtur
Batman,Swole Groot
Batman,Talos The Untamed
Batman,Taskmaster
Batman,Teenage Groot
Batman,Thanos
Batman,Thanos (Infinity Gauntlet)
Batman,The Collector
Batman,The Executioner
Batman,The Grandmaster
Batman,The Great Protector
Batman,The Punisher
Batman,Thena
Batman,Thor (Pre-Ragnarok)
Batman,Thor (Awakened)
Batman,Thor
Batman,Ultron
Batman,Unworthy Thor
Batman,Valkyrie
Batman,Vision
Batman,Volstagg
Batman,Vulture
Batman,Wanda Maximoff (Pre-WandaVision)
Batman,War Machine
Batman,Warlock
Batman,Wasp
Batman,Whiplash
Batman,Whiplash (Mark II)
Batman,White Wolf
Batman,Winter Soldier
Batman,Wolverine
Batman,Wong
Batman,YellowJacket
Batman,Yondu
Batman,Zeus
Batman,Gogeta (Super Saiyan 4)
Batman,Goku (Super Saiyan 3)
Batman,Goku (Super Saiyan 2)
Batman,Goku (Super Saiyan 4)
Batman,Goku Jr.
Batman,Goten
Batman,Pan
Batman,Piccolo
Batman,Son Goku
Batman,Syn Shenron
Batman,Trunks
Batman,Uub
Batman,Android 16
Batman,Android 17
Batman,Android 18
Batman,Android 19
Batman,Aniraza
Batman,Arak
Batman,Bandages The Mummy
Batman,Bardock (Super Saiyan)
Batman,Bardock
Batman,Basil
Batman,Beerus
Batman,Belmod
Batman,Bergamo
Batman,Biarra
Batman,Bido
Batman,Bikal
Batman,Black Frieza
Batman,Bojack
Batman,Borareta
Batman,Botamo
Batman,Broly (Z)
Batman,Broly (Ikari)
Batman,Broly (Super Saiyan)
Batman,Broly
Batman,Bujin
Batman,Burter
Batman,Buu (Good)
Batman,Buu (Grand Supreme Kai)
Batman,Buuhan
Batman,Buutenks
Batman,Cabba (Super Saiyan)
Batman,Cabba (Super Saiyan 2)
Batman,Cabba
Batman,Dende
Batman,Dercori
Batman,Dodoria
Batman,Dore
Batman,Dr Gero
Batman,Dyspo (Super Maximum Light Speed)
Batman,Dyspo
Batman,Frieza
Batman,Frieza (First Form)
Batman,Frieza (Second Form)
Batman,Frieza (Third Form)
Batman,Fusion Zamasu
Batman,Future Trunks (Cell Saga)
Batman,Gogeta
Batman,Gogeta (Super Saiyan)
Batman,Gogeta (Super Saiyan Blue)
Batman,Gohan (Beast)
Batman,Gohan (Potential Unleashed)
Batman,Gohan (SS2)
Batman,Gohan (Super Saiyan)
Batman,Gohan
Batman,Goku (Super Saiyan Blue Kaioken)
Batman,Goku
Batman,Goku (Mastered Ultra Instinct)
Batman,Goku (Saiyan Saga)
Batman,Goku (True Ultra Instinct)
Batman,Goku (Super Saiyan God)
Batman,Goku (Super Saiyan 2)
Batman,Goku (Ultra Instinct)
Batman,Goku (Super Saiyan Blue)
Batman,Goku (Super Saiyan 3)
Batman,Goku Black (Super Saiyan Rosé)
Batman,Goku Black
Batman,Goten (Super Saiyan)
Batman,Goten
Batman,Gotenks (Super Saiyan 3)
Batman,Gotenks (SS2)
Batman,Grand Priest
Batman,Jaco
Batman,Kami
Batman,Kid Buu
Batman,Kid Gohan
Batman,Kid Goku
Batman,King Vegeta
Batman,Krillin
Batman,Vegeta (Ascended Super Saiyan)
Batman,Vegeta (Unbound Ultra Ego)
Batman,Vegeta (Super Saiyan Blue Evolved)
Batman,Vegeta (Super Saiyan 2)
Batman,Vegeta (Super Saiyan Blue)
Batman,Vegeta (Hakai Energy)
Batman,Vegeta (Super Saiyan)
Batman,Vegeta
Batman,Vegeta (Super Saiyan God)
Batman,Vegito
Batman,Vegito (Super Saiyan)
Black Adam,Black Canary
Black Adam,Black Manta
Black Adam,Black Mask
Black Adam,Bloodsport
Black Adam,Captain Boomerang
Black Adam,Cassandra Cain
Black Adam,Cheetah
Black Adam,Cyborg
Black Adam,Cyclone
Black Adam,Dark Flash
Black Adam,Darkseid
Black Adam,Deadshot
Black Adam,Doctor Fate
Black Adam,Doctor Sivana
Black Adam,Doomsday
Black Adam,El Diablo
Black Adam,Enchantress
Black Adam,Envy
Black Adam,Faora
Black Adam,Freddy Freeman
Black Adam,General Zod
Black Adam,Gluttony
Black Adam,Green Lantern
Black Adam,Harley Quinn
Black Adam,Hawkman
Black Adam,Hespera
Black Adam,Huntress
Black Adam,Incubus
Black Adam,Joker
Black Adam,Jor-El
Black Adam,Judomaster
Black Adam,Karathen
Black Adam,Katana
Black Adam,Killer Croc
Black Adam,King Nereus
Black Adam,King Shark
Black Adam,Lex Luthor
Black Adam,Lust
Black Adam,Mera
Black Adam,Mister Zsasz
Black Adam,Nam-Ek
Black Adam,Nuidis Vulko
Black Adam,Ocean Master
Black Adam,Parademon
Black Adam,Peacemaker
Black Adam,Penthesileia
Black Adam,Philippus
Black Adam,Polka-Dot Man
Black Adam,Queen Atlanna
Black Adam,Queen Hippolyta
Black Adam,Ratcatcher
Black Adam,Rick Flag
Black Adam,Sabbac
Black Adam,Savant
Black Adam,Shazam
Black Adam,Slipknot
Black Adam,Sol Soria
Black Adam,Starro
Black Adam,Steppenwolf
Black Adam,Supergirl
Black Adam,Superman
Black Adam,T.D.K.
Black Adam,The Flash
Black Adam,Vigilante
Black Adam,White Dragon
Black Adam,Wonder Woman (Armor of Asteria)
Black Adam,Wrath
Black Adam,Zeus
Black Adam,A-Train
Black Adam,Billy Butcher
Black Adam,Billy Butcher (V24)
Black Adam,Billy Butchter (tumor)
Black Adam,Black Noir (replacement)
Black Adam,Black Noir
Black Adam,Cate Dunlap
Black Adam,Crimson Countess
Black Adam,Firecracker
Black Adam,Golden Boy
Black Adam,Homelander
Black Adam,Hughie Campbell (V24)
Black Adam,Lamplighter
Black Adam,Little Cricket
Black Adam,Marie Moreau
Black Adam,Mesmer
Black Adam,Mother's Milk
Black Adam,Naqib
Black Adam,Queen Maeve
Black Adam,Ryan Butcher
Black Adam,Sam Riordan
Black Adam,Shockwave
Black Adam,Sister Sage
Black Adam,Soldier Boy
Black Adam,Splinter
Black Adam,Starlight
Black Adam,Stormfront
Black Adam,Supe Terrorist
Black Adam,Tek Knight
Black Adam,The Deep
Black Adam,The Female
Black Adam,Translucent
Black Adam,Victoria Neuman
Black Adam,Webweaver
Black Adam,Zoe Neuman
Black Adam,Agatha Harkness
Black Adam,Abomination
Black Adam,Ajak
Black Adam,Ancient One (time stone)
Black Adam,Ancient One
Black Adam,Ant-Man
Black Adam,Arishem The Judge
Black Adam,Ayo
Black Adam,Baby Groot
Black Adam,Baron Mordo
Black Adam,Baron Zemo
Black Adam,Black Bolt (Earth 838)
Black Adam,Black Bolt
Black Adam,Black Panther
Black Adam,Black Panther
Black Adam,Black Widow
Black Adam,Black Widow
Black Adam,Bucky Barnes
Black Adam,Bullseye
Black Adam,Captain America
Black Adam,Captain America (Worthy)
Black Adam,Captain Carter (Earth 838)
Black Adam,Captain Marvel
Black Adam,Chitauri Footsoldier
Black Adam,Corvus Glaive
Black Adam,Crossbones
Black Adam,Cull Obsidian
Black Adam,Dar-Benn
Black Adam,Daredevil
Black Adam,Deathlok
Black Adam,Destroyer
Black Adam,Doctor Strange
Black Adam,Dormammu
Black Adam,Drax The Destroyer
Black Adam,Ebony Maw
Black Adam,Echo
Black Adam,Ego
Black Adam,Elektra
Black Adam,Eternity
Black Adam,Falcon
Black Adam,Fandral
Black Adam,Fat Thor
Black Adam,Fenris
Black Adam,Frigga
Black Adam,G'iah
Black Adam,Gamora
Black Adam,Gargantos
Black Adam,Ghost
Black Adam,Ghost Rider
Black Adam,Giant-Man
Black Adam,Gilgamesh
Black Adam,Gorr The God Butcher
Black Adam,Gravik
Black Adam,Groot
Black Adam,Hawkeye
Black Adam,Hawkeye
Black Adam,Heimdall
Black Adam,Hela
Black Adam,High Evolutionary
Black Adam,Hulk (Stark Gauntlet)
Black Adam,Hulk
Black Adam,Ikaris
Black Adam,Iron Fist
Black Adam,Iron Man
Black Adam,Iron Man (Mk 1)
Black Adam,Iron Man (Stark Gauntlet)
Black Adam,Iron Man (Hulkbuster)
Black Adam,Iron Monger
Black Adam,Iron Spider
Black Adam,Ironheart
Black Adam,Jemiah The Analyzer
Black Adam,Jessica Jones
Black Adam,Kaecilius
Black Adam,Kang the Conqueror
Black Adam,Killian
Black Adam,Killmonger
Black Adam,Kingo
Black Adam,Kingpin
Black Adam,Korath The Pursuer
Black Adam,Korg
Black Adam,Kro
Black Adam,Kurse
Black Adam,Kid Loki
Black Adam,Lady Loki
Black Adam,Leo Fitz
Black Adam,Leviathan
Black Adam,Loki
Black Adam,Loki (Mind Stone)
Black Adam,Loki (Keeper Of The Multiverse)
Black Adam,Loki (Variant L1130)
Black Adam,Loki (King of Asgard)
Black Adam,Luke Cage
Black Adam,M'baku
Black Adam,Makkari
Black Adam,Malekith (Reality Stone)
Black Adam,Malekith
Black Adam,Mandarin
Black Adam,Mantis
Black Adam,Mighty Thor
Black Adam,MODOK
Black Adam,Moon Knight
Black Adam,Mr. Fantastic (Earth 838)
Black Adam,Mr. Knight
Black Adam,Ms. America
Black Adam,Ms. Marvel
Black Adam,Mysterio
Black Adam,Namor
Black Adam,Nebula
Black Adam,Nick Fury
Black Adam,Nomad
Black Adam,Odin
Black Adam,Okoye
Black Adam,Outrider
Black Adam,Pepper Potts (Extremis)
Black Adam,Phastos
Black Adam,Photon
Black Adam,Proxima Midnight
Black Adam,Quake
Black Adam,Quicksilver
Black Adam,Red Guardian
Black Adam,Red Skull (Stonekeeper)
Black Adam,Red Skull
Black Adam,Rescue
Black Adam,Rocket Raccoon
Black Adam,Ronan The Accuser (Power Stone)
Black Adam,Ronan The Accuser
Black Adam,Ronin
Black Adam,Scarlet Witch
Black Adam,Sersi (uni-mind)
Black Adam,Sersi
Black Adam,Shang-Chi
Black Adam,She-Hulk
Black Adam,Shuri
Black Adam,Sif
Black Adam,Sinister Strange
Black Adam,Smart Hulk
Black Adam,Spectral Vision
Black Adam,Spider-Man
Black Adam,Star-Lord (Celestial Power)
Black Adam,Star-Lord
Black Adam,Stature
Black Adam,Surtur
Black Adam,Swole Groot
Black Adam,Talos The Untamed
Black Adam,Taskmaster
Black Adam,Teenage Groot
Black Adam,Thanos
Black Adam,Thanos (Infinity Gauntlet)
Black Adam,The Collector
Black Adam,The Executioner
Black Adam,The Grandmaster
Black Adam,The Great Protector
Black Adam,The Punisher
Black Adam,Thena
Black Adam,Thor (Pre-Ragnarok)
Black Adam,Thor (Awakened)
Black Adam,Thor
Black Adam,Ultron
Black Adam,Unworthy Thor
Black Adam,Valkyrie
Black Adam,Vision
Black Adam,Volstagg
Black Adam,Vulture
Black Adam,Wanda Maximoff (Pre-WandaVision)
Black Adam,War Machine
Black Adam,Warlock
Black Adam,Wasp
Black Adam,Whiplash
Black Adam,Whiplash (Mark II)
Black Adam,White Wolf
Black Adam,Winter Soldier
Black Adam,Wolverine
Black Adam,Wong
Black Adam,YellowJacket
Black Adam,Yondu
Black Adam,Zeus
Black Adam,Gogeta (Super Saiyan 4)
Black Adam,Goku (Super Saiyan 3)
Black Adam,Goku (Super Saiyan 2)
Black Adam,Goku (Super Saiyan 4)
Black Adam,Goku Jr.
Black Adam,Goten
Black Adam,Pan
Black Adam,Piccolo
Black Adam,Son Goku
Black Adam,Syn Shenron
Black Adam,Trunks
Black Adam,Uub
Black Adam,Android 16
Black Adam,Android 17
Black Adam,Android 18
Black Adam,Android 19
Black Adam,Aniraza
Black Adam,Arak
Black Adam,Bandages The Mummy
Black Adam,Bardock (Super Saiyan)
Black Adam,Bardock
Black Adam,Basil
Black Adam,Beerus
Black Adam,Belmod
Black Adam,Bergamo
Black Adam,Biarra
Black Adam,Bido
Black Adam,Bikal
Black Adam,Black Frieza
Black Adam,Bojack
Black Adam,Borareta
Black Adam,Botamo
Black Adam,Broly (Z)
Black Adam,Broly (Ikari)
Black Adam,Broly (Super Saiyan)
Black Adam,Broly
Black Adam,Bujin
Black Adam,Burter
Black Adam,Buu (Good)
Black Adam,Buu (Grand Supreme Kai)
Black Adam,Buuhan
Black Adam,Buutenks
Black Adam,Cabba (Super Saiyan)
Black Adam,Cabba (Super Saiyan 2)
Black Adam,Cabba
Black Adam,Dende
Black Adam,Dercori
Black Adam,Dodoria
Black Adam,Dore
Black Adam,Dr Gero
Black Adam,Dyspo (Super Maximum Light Speed)
Black Adam,Dyspo
Black Adam,Frieza
Black Adam,Frieza (First Form)
Black Adam,Frieza (Second Form)
Black Adam,Frieza (Third Form)
Black Adam,Fusion Zamasu
Black Adam,Future Trunks (Cell Saga)
Black Adam,Gogeta
Black Adam,Gogeta (Super Saiyan)
Black Adam,Gogeta (Super Saiyan Blue)
Black Adam,Gohan (Beast)
Black Adam,Gohan (Potential Unleashed)
Black Adam,Gohan (SS2)
Black Adam,Gohan (Super Saiyan)
Black Adam,Gohan
Black Adam,Goku (Super Saiyan Blue Kaioken)
Black Adam,Goku
Black Adam,Goku (Mastered Ultra Instinct)
Black Adam,Goku (Saiyan Saga)
Black Adam,Goku (True Ultra Instinct)
Black Adam,Goku (Super Saiyan God)
Black Adam,Goku (Super Saiyan 2)
Black Adam,Goku (Ultra Instinct)
Black Adam,Goku (Super Saiyan Blue)
Black Adam,Goku (Super Saiyan 3)
Black Adam,Goku Black (Super Saiyan Rosé)
Black Adam,Goku Black
Black Adam,Goten (Super Saiyan)
Black Adam,Goten
Black Adam,Gotenks (Super Saiyan 3)
Black Adam,Gotenks (SS2)
Black Adam,Grand Priest
Black Adam,Jaco
Black Adam,Kami
Black Adam,Kid Buu
Black Adam,Kid Gohan
Black Adam,Kid Goku
Black Adam,King Vegeta
Black Adam,Krillin
Black Adam,Vegeta (Ascended Super Saiyan)
Black Adam,Vegeta (Unbound Ultra Ego)
Black Adam,Vegeta (Super Saiyan Blue Evolved)
Black Adam,Vegeta (Super Saiyan 2)
Black Adam,Vegeta (Super Saiyan Blue)
Black Adam,Vegeta (Hakai Energy)
Black Adam,Vegeta (Super Saiyan)
Black Adam,Vegeta
Black Adam,Vegeta (Super Saiyan God)
Black Adam,Vegito
Black Adam,Vegito (Super Saiyan)
Black Canary,Black Manta
Black Canary,Black Mask
Black Canary,Bloodsport
Black Canary,Captain Boomerang
Black Canary,Cassandra Cain
Black Canary,Cheetah
Black Canary,Cyborg
Black Canary,Cyclone
Black Canary,Dark Flash
Black Canary,Darkseid
Black Canary,Deadshot
Black Canary,Doctor Fate
Black Canary,Doctor Sivana
Black Canary,Doomsday
Black Canary,El Diablo
Black Canary,Enchantress
Black Canary,Envy
Black Canary,Faora
Black Canary,Freddy Freeman
Black Canary,General Zod
Black Canary,Gluttony
Black Canary,Green Lantern
Black Canary,Harley Quinn
Black Canary,Hawkman
Black Canary,Hespera
Black Canary,Huntress
Black Canary,Incubus
Black Canary,Joker
Black Canary,Jor-El
Black Canary,Judomaster
Black Canary,Karathen
Black Canary,Katana
Black Canary,Killer Croc
Black Canary,King Nereus
Black Canary,King Shark
Black Canary,Lex Luthor
Black Canary,Lust
Black Canary,Mera
Black Canary,Mister Zsasz
Black Canary,Nam-Ek
Black Canary,Nuidis Vulko
Black Canary,Ocean Master
Black Canary,Parademon
Black Canary,Peacemaker
Black Canary,Penthesileia
Black Canary,Philippus
Black Canary,Polka-Dot Man
Black Canary,Queen Atlanna
Black Canary,Queen Hippolyta
Black Canary,Ratcatcher
Black Canary,Rick Flag
Black Canary,Sabbac
Black Canary,Savant
Black Canary,Shazam
Black Canary,Slipknot
Black Canary,Sol Soria
Black Canary,Starro
Black Canary,Steppenwolf
Black Canary,Supergirl
Black Canary,Superman
Black Canary,T.D.K.
Black Canary,The Flash
Black Canary,Vigilante
Black Canary,White Dragon
Black Canary,Wonder Woman (Armor of Asteria)
Black Canary,Wrath
Black Canary,Zeus
Black Canary,A-Train
Black Canary,Billy Butcher
Black Canary,Billy Butcher (V24)
Black Canary,Billy Butchter (tumor)
Black Canary,Black Noir (replacement)
Black Canary,Black Noir
Black Canary,Cate Dunlap
Black Canary,Crimson Countess
Black Canary,Firecracker
Black Canary,Golden Boy
Black Canary,Homelander
Black Canary,Hughie Campbell (V24)
Black Canary,Lamplighter
Black Canary,Little Cricket
Black Canary,Marie Moreau
Black Canary,Mesmer
Black Canary,Mother's Milk
Black Canary,Naqib
Black Canary,Queen Maeve
Black Canary,Ryan Butcher
Black Canary,Sam Riordan
Black Canary,Shockwave
Black Canary,Sister Sage
Black Canary,Soldier Boy
Black Canary,Splinter
Black Canary,Starlight
Black Canary,Stormfront
Black Canary,Supe Terrorist
Black Canary,Tek Knight
Black Canary,The Deep
Black Canary,The Female
Black Canary,Translucent
Black Canary,Victoria Neuman
Black Canary,Webweaver
Black Canary,Zoe Neuman
Black Canary,Agatha Harkness
Black Canary,Abomination
Black Canary,Ajak
Black Canary,Ancient One (time stone)
Black Canary,Ancient One
Black Canary,Ant-Man
Black Canary,Arishem The Judge
Black Canary,Ayo
Black Canary,Baby Groot
Black Canary,Baron Mordo
Black Canary,Baron Zemo
Black Canary,Black Bolt (Earth 838)
Black Canary,Black Bolt
Black Canary,Black Panther
Black Canary,Black Panther
Black Canary,Black Widow
Black Canary,Black Widow
Black Canary,Bucky Barnes
Black Canary,Bullseye
Black Canary,Captain America
Black Canary,Captain America (Worthy)
Black Canary,Captain Carter (Earth 838)
Black Canary,Captain Marvel
Black Canary,Chitauri Footsoldier
Black Canary,Corvus Glaive
Black Canary,Crossbones
Black Canary,Cull Obsidian
Black Canary,Dar-Benn
Black Canary,Daredevil
Black Canary,Deathlok
Black Canary,Destroyer
Black Canary,Doctor Strange
Black Canary,Dormammu
Black Canary,Drax The Destroyer
Black Canary,Ebony Maw
Black Canary,Echo
Black Canary,Ego
Black Canary,Elektra
Black Canary,Eternity
Black Canary,Falcon
Black Canary,Fandral
Black Canary,Fat Thor
Black Canary,Fenris
Black Canary,Frigga
Black Canary,G'iah
Black Canary,Gamora
Black Canary,Gargantos
Black Canary,Ghost
Black Canary,Ghost Rider
Black Canary,Giant-Man
Black Canary,Gilgamesh
Black Canary,Gorr The God Butcher
Black Canary,Gravik
Black Canary,Groot
Black Canary,Hawkeye
Black Canary,Hawkeye
Black Canary,Heimdall
Black Canary,Hela
Black Canary,High Evolutionary
Black Canary,Hulk (Stark Gauntlet)
Black Canary,Hulk
Black Canary,Ikaris
Black Canary,Iron Fist
Black Canary,Iron Man
Black Canary,Iron Man (Mk 1)
Black Canary,Iron Man (Stark Gauntlet)
Black Canary,Iron Man (Hulkbuster)
Black Canary,Iron Monger
Black Canary,Iron Spider
Black Canary,Ironheart
